0,3728e862bc1a-Hudep2_ATAC,63c8c12bbd6d-Hudep2_D3_merged_CTCF.all,7cc13c8c96b4-Hudep2_BCL11A,205e5fa1f1a2-Hudep2_D0_GATA1.all,d129b3ac2b99-HUDEP2_LRF_CHIP,b7711f4c7ed3-Hudep2_D3_merged_GATA1.all,edffd978bf93-Hudep2_D3_merged_KLF1.all,acd1460e941b-Hudep2_D3_merged_LDB1.all,7453df490b6c-Hudep2_D3_merged_TAL1.all
chr19:12997258-12997259,656.316,19.6269,30.5784,134.09,227.703,302.14099999999996,92.8607,89.0112,148.856
chr19:12997523-12997524,189.641,16.0771,6.657960000000001,29.75,112.301,78.495,43.9353,28.1903,43.5012
chr19:12997530-12997531,190.99,15.8769,6.64925,29.245,112.56200000000001,76.4055,43.4129,27.6505,42.0299
chr19:12997540-12997541,192.918,15.5908,6.636819999999999,28.5236,112.935,73.4204,42.6667,26.8794,39.9279
chr19:12997560-12997561,194.54,15.1978,6.66667,27.4876,114.73,68.7687,41.5087,25.6281,36.6455
chr19:12997564-12997565,194.45,15.152999999999999,6.681589999999999,27.3632,115.277,68.102,41.3445,25.4391,36.1729
chr19:12997566-12997567,194.405,15.1306,6.68905,27.301,115.551,67.7687,41.2624,25.3445,35.9366
chr19:12997612-12997613,192.07299999999998,14.7388,7.02239,26.1269,122.613,61.2873,39.602,23.2475,31.2463
chr19:12997620-12997621,191.00900000000001,14.7289,7.151739999999999,26.0473,124.185,60.74,39.4229,22.9291,30.7985
chr19:12997623-12997624,190.609,14.7251,7.20025,26.0174,124.775,60.5348,39.3557,22.8097,30.6306
chr19:12997636-12997637,188.87900000000002,14.709000000000001,7.41045,25.8881,127.33,59.6455,39.0647,22.2923,29.903000000000002
chr19:12997652-12997653,187.06,14.7512,7.70522,25.7923,130.654,58.7512,38.8085,21.6729,29.0883
chr19:12997660-12997661,186.761,14.9204,7.934080000000001,25.8918,132.624,58.8905,38.9577,21.4341,28.949
chr19:12997664-12997665,186.612,15.005,8.04851,25.9415,133.609,58.9602,39.0323,21.3147,28.8794
chr19:12997670-12997671,186.388,15.1318,8.22015,26.0162,135.08700000000002,59.0647,39.1443,21.1356,28.7749
chr19:12998016-12998017,1246.23,25.2463,49.2313,84.8072,310.866,219.185,80.8881,50.7376,68.1878
chr19:12998053-12998054,1421.15,26.1841,59.5808,94.8358,334.555,253.195,87.3619,57.5883,79.6007
chr19:12998054-12998055,1422.68,26.2027,59.7276,95.0572,335.042,253.922,87.5025,57.7388,79.9366
chr19:12998060-12998061,1431.84,26.3147,60.6082,96.3856,337.968,258.28,88.3458,58.6418,81.9515
chr19:12998062-12998063,1434.89,26.351999999999997,60.9017,96.8284,338.94300000000004,259.733,88.6269,58.9428,82.6231
chr19:12998073-12998074,1451.7,26.5572,62.5162,99.2637,344.306,267.723,90.1729,60.5983,86.3172
chr19:12998477-12998478,1258.1,33.0771,52.6779,171.59799999999998,359.3,398.358,87.6679,124.551,216.40200000000002
chr19:13001714-13001715,2112.89,69.3607,713.2539999999999,28.505,64.8905,63.9042,271.59,26.1045,26.9154
chr19:13001758-13001759,2355.64,66.1617,814.448,29.9279,68.1057,68.3333,314.034,24.4378,26.0945
chr19:13001775-13001776,2417.61,64.2799,822.3560000000001,30.2873,69.3109,69.6231,326.551,23.9303,25.7774
chr19:13001824-13001825,2529.04,58.3184,798.8910000000001,30.9602,71.7488,72.1654,351.665,23.1667,24.9167
chr19:13001826-13001827,2530.81,58.0547,796.047,30.9726,71.806,72.2201,352.235,23.1642,24.8843
chr19:13001840-13001841,2543.17,56.208999999999996,776.1439999999999,31.0597,72.2065,72.6032,356.223,23.1468,24.658
chr19:13030109-13030110,967.4580000000001,27.1157,64.1269,24.0323,69.801,32.2948,214.679,24.3097,26.5398
chr19:13030117-13030118,994.7710000000001,27.5734,66.2363,24.1119,70.2189,32.444,218.082,24.5187,26.4701
chr19:13030243-13030244,1188.33,32.4726,75.6368,23.5684,73.3557,33.0945,223.11900000000003,26.0659,25.3408
chr19:13040976-13040977,95.49,10.3868,1.64055,4.59701,20.8308,1.08582,10.0634,5.47015,2.3731299999999997
chr19:13041038-13041039,109.603,12.8147,2.16169,4.50373,21.3968,0.939055,8.531089999999999,4.376869999999999,2.3607
chr19:13041039-13041040,109.694,12.8458,2.16915,4.49751,21.4055,0.939055,8.50124,4.3607,2.36194
chr19:13043969-13043970,181.845,8.63682,10.8955,8.878110000000001,31.0311,15.4303,15.7239,11.2388,10.3993
chr19:13043980-13043981,187.153,8.67786,10.4851,8.94652,31.7425,15.2251,16.2985,11.1978,10.5908
chr19:13044081-13044082,209.565,9.13433,7.992539999999999,11.3321,40.3731,11.5622,24.3831,11.2687,10.7799
chr19:13044099-13044100,209.923,9.246269999999999,7.70149,11.9813,42.1866,10.8458,26.1294,11.3134,10.6903
chr19:13048309-13048310,290.078,14.4042,5.7102,17.6144,197.255,23.6704,28.1107,14.3097,14.0808
chr19:13048340-13048341,346.14099999999996,15.4838,7.9850699999999994,19.9664,214.72099999999998,26.8321,30.8868,14.3097,14.5435
chr19:13048813-13048814,2048.91,30.0585,148.287,35.25,244.332,86.0398,131.701,26.3843,36.7724
chr19:13048818-13048819,2075.39,30.1455,152.491,35.4552,243.62900000000002,87.1779,134.886,26.5896,36.7662
chr19:13048872-13048873,2292.71,31.3619,193.345,37.6493,236.014,98.1032,171.113,29.2624,35.7923
chr19:13048929-13048930,2300.99,32.7313,220.998,39.4378,229.919,106.302,213.058,32.9229,33.8284
chr19:13048932-13048933,2295.6,32.7873,222.024,39.5087,229.699,106.67200000000001,215.31599999999997,33.1244,33.7463
chr19:13049140-13049141,1998.59,35.4453,300.633,31.8221,208.22,86.7537,334.94,31.2637,40.454
chr19:13049213-13049214,2227.69,40.8308,357.32800000000003,28.6891,198.408,73.107,326.08099999999996,28.1468,40.2102
chr19:13049216-13049217,2238.09,41.0697,359.254,28.5659,198.139,72.5958,325.04,28.0945,40.0535
chr19:13049220-13049221,2251.96,41.3881,361.82099999999997,28.4017,197.78099999999998,71.9142,323.652,28.0249,39.8445
chr19:13049237-13049238,2310.91,42.7413,372.731,27.704,196.25900000000001,69.0174,317.752,27.7289,38.9565
chr19:13049256-13049257,2360.52,44.1766,379.81300000000005,26.9042,194.641,65.5858,309.878,27.5672,37.8657
chr19:13049276-13049277,2380.7,45.495,377.152,26.0585,193.19799999999998,61.7052,299.231,27.7413,36.5224
chr19:13049280-13049281,2384.73,45.7587,376.619,25.8893,192.90900000000002,60.9291,297.10200000000003,27.7761,36.2537
chr19:13049290-13049291,2394.82,46.4179,375.289,25.4664,192.188,58.9888,291.779,27.8632,35.5821
chr19:13049340-13049341,2282.56,48.2102,334.93300000000005,23.449,188.112,49.3993,262.275,29.2052,33.0821
chr19:13049676-13049677,277.851,61.4266,12.5659,14.7562,98.6928,22.2848,77.8408,24.6965,19.5771
chr19:13049686-13049687,270.425,62.6953,11.9067,14.5697,95.9067,22.0858,74.8806,24.5348,19.3657
chr19:13049700-13049701,260.07099999999997,64.4204,10.9826,14.306,91.9614,21.7998,70.699,24.3072,19.0672
chr19:13049744-13049745,259.907,66.0622,9.3408,13.7587,84.1356,20.76,61.3955,23.76,19.5597
chr19:13049779-13049780,264.246,63.8308,8.54229,13.4291,78.8781,20.0361,55.2935,23.6928,19.8383
chr19:13051579-13051580,106.641,5.3893,2.22388,24.7376,17.8296,21.2052,13.3532,8.361939999999999,3.5945300000000002
chr19:13051594-13051595,106.771,5.5199,2.24254,25.4652,17.3632,21.1866,13.2786,8.417910000000001,3.48259
chr19:13051596-13051597,106.789,5.53731,2.2450200000000002,25.5622,17.301,21.1841,13.2687,8.42537,3.46766
chr19:13051597-13051598,106.79700000000001,5.5460199999999995,2.24627,25.6107,17.2699,21.1828,13.2637,8.4291,3.4602
chr19:13051671-13051672,85.1057,7.33333,2.2699,25.393,15.4216,19.1157,12.7823,8.71269,3.5186599999999997
chr19:13051672-13051673,84.7376,7.363180000000001,2.27363,25.357,15.4005,19.0721,12.7724,8.71393,3.52239
chr19:13051681-13051682,81.4241,7.6318399999999995,2.30721,25.0323,15.2102,18.6803,12.6828,8.72512,3.55597
chr19:13056578-13056579,1074.16,46.9241,98.8109,47.301,125.65799999999999,147.643,296.057,24.5697,24.4117
chr19:13056602-13056603,1134.45,47.2774,108.249,45.5062,133.868,142.371,294.908,25.4614,25.6493
chr19:13057037-13057038,671.331,29.5398,10.6194,16.9826,176.50599999999997,30.4664,101.637,32.8756,22.959
chr19:13057039-13057040,674.2860000000001,29.601999999999997,10.709000000000001,16.9453,176.18,30.4515,101.463,32.8831,22.9042
chr19:13057311-13057312,189.99599999999998,18.9652,8.31343,19.3657,75.8943,16.5721,48.6294,26.8669,17.1095
chr19:13057322-13057323,175.19299999999998,18.5684,7.9577100000000005,19.5435,73.8147,16.1617,47.5622,26.9216,17.2189
chr19:13057323-13057324,173.847,18.5323,7.92537,19.5597,73.6256,16.1244,47.4652,26.9266,17.2289
chr19:13057324-13057325,172.50099999999998,18.4963,7.89303,19.5759,73.4366,16.0871,47.3682,26.9316,17.2388
chr19:13057325-13057326,171.155,18.4602,7.8607,19.592,73.2475,16.0498,47.2711,26.9366,17.2488
chr19:13057326-13057327,169.81,18.4241,7.828360000000001,19.6082,73.0585,16.0124,47.1741,26.9415,17.2587
chr19:13057328-13057329,167.118,18.352,7.76368,19.6405,72.6803,15.9378,46.9801,26.9515,17.2786
chr19:13057332-13057333,161.735,18.2077,7.63433,19.7052,71.9241,15.7886,46.592,26.9714,17.3184
chr19:13058793-13058794,1060.47,24.2177,47.3744,94.4241,98.3532,221.924,211.59099999999998,63.6343,91.199
chr19:13058973-13058974,1756.15,29.2774,54.9204,110.20299999999999,109.21,280.825,277.705,85.8955,104.68299999999999
chr19:13058974-13058975,1753.03,29.2786,54.6542,109.92299999999999,109.19,280.384,277.149,85.6903,104.54700000000001
chr19:13058985-13058986,1718.73,29.2923,51.7264,106.845,108.971,275.541,271.034,83.4328,103.056
chr19:13067004-13067005,163.68200000000002,15.7873,7.773630000000001,20.6779,30.7313,22.7786,12.8358,13.7736,10.5075
chr19:13067047-13067048,180.68900000000002,16.75,8.09453,21.2127,32.8172,23.7413,13.5846,15.1107,11.1493
chr19:13067058-13067059,181.188,16.9403,7.934080000000001,21.1667,33.4142,23.5933,13.8968,15.5423,11.2823
chr19:13067080-13067081,179.87400000000002,17.2687,7.46891,20.9751,34.6182,23.0734,14.5808,16.4453,11.5286
chr19:13067084-13067085,179.636,17.3284,7.38433,20.9403,34.8371,22.9789,14.7052,16.6095,11.5734
chr19:13076276-13076277,673.928,384.601,7.45896,21.2861,141.203,36.5286,76.8085,33.6791,31.8632
chr19:13076316-13076317,742.005,412.284,6.39677,21.9652,148.16899999999998,41.541000000000004,79.2886,35.6057,33.7687
chr19:13076355-13076356,758.4889999999999,419.97,5.315919999999999,21.7301,151.291,44.8458,79.1542,36.4241,34.3284
chr19:13076362-13076363,752.0110000000001,416.923,5.1592,21.4863,150.891,45.0025,78.4577,36.3458,34.1281
chr19:13076373-13076374,741.832,412.134,4.91294,21.1032,150.261,45.2488,77.3632,36.2226,33.8134
chr19:13076391-13076392,725.175,404.29900000000004,4.50995,20.4764,149.231,45.6517,75.5721,36.0211,33.2985
chr19:13076392-13076393,724.25,403.86300000000006,4.48756,20.4415,149.174,45.6741,75.4726,36.01,33.2699
chr19:13076393-13076394,723.325,403.42800000000005,4.46517,20.4067,149.11700000000002,45.6965,75.3731,35.9988,33.2413
chr19:13076528-13076529,482.506,252.495,4.49876,14.7998,120.006,41.3719,53.6368,30.5609,32.5734
chr19:13076610-13076611,365.657,171.30700000000002,5.315919999999999,15.0572,104.632,36.4627,43.5485,27.3918,32.8296
chr19:13076642-13076643,314.791,146.94899999999998,5.15672,15.6144,98.5025,32.8408,40.1256,25.959,31.4366
chr19:13088775-13088776,407.86199999999997,204.28599999999997,9.771139999999999,12.3259,58.1891,11.5933,25.393,15.2189,9.80597
chr19:13088777-13088778,412.35900000000004,206.167,9.87065,12.3856,58.4677,11.7376,25.4776,15.2413,9.917910000000001
chr19:13088783-13088784,425.852,211.808,10.1692,12.5647,59.3035,12.1704,25.7313,15.3085,10.2537
chr19:13088791-13088792,443.842,219.331,10.5672,12.8035,60.4179,12.7475,26.0697,15.398,10.7015
chr19:13088844-13088845,506.12300000000005,253.69799999999998,12.3246,13.9465,65.3271,15.4701,27.2027,15.2699,12.8408
chr19:13088846-13088847,508.05800000000005,254.87900000000002,12.3843,13.9863,65.4938,15.5647,27.2376,15.26,12.9154
chr19:13088889-13088890,493.856,259.193,13.0846,14.3545,66.5709,15.7351,26.8557,14.2102,13.1965
chr19:13094508-13094509,369.15,274.69,4.51617,13.9689,128.209,16.8682,76.5634,22.4142,14.4714
chr19:13094539-13094540,365.565,301.796,4.1306,13.1978,136.80700000000002,16.2127,76.4863,23.2624,15.0883
chr19:13094581-13094582,330.914,315.59,3.7263699999999997,11.954,143.988,14.9751,73.3296,23.3122,15.2662
chr19:13094594-13094595,317.106,317.465,3.6131800000000003,11.5498,145.734,14.5547,72.0361,23.2152,15.25
chr19:13094596-13094597,314.981,317.754,3.59577,11.4876,146.002,14.49,71.8371,23.2002,15.2475
chr19:13140915-13140916,111.979,96.9092,3.51493,8.13557,27.4863,9.51866,15.3731,7.05473,5.95149
chr19:13140917-13140918,112.71799999999999,97.4813,3.4527400000000004,8.185319999999999,27.4938,9.54602,15.3582,7.06965,5.9539800000000005
chr19:13140918-13140919,113.087,97.7674,3.42164,8.2102,27.4975,9.5597,15.3507,7.07711,5.95522
chr19:13140924-13140925,115.303,99.4838,3.23507,8.35945,27.5199,9.64179,15.306,7.12189,5.96269
chr19:13144297-13144298,149.327,47.1144,4.24751,11.4565,27.1704,13.0871,14.2774,10.0087,6.79478
chr19:13145051-13145052,481.973,130.201,12.0609,8.2898,46.6866,10.9465,27.5784,15.1455,7.912939999999999
chr19:13145143-13145144,613.165,123.866,14.6231,10.5585,42.4453,10.8383,31.4328,15.8209,6.4801
chr19:13163338-13163339,88.9142,6.2935300000000005,1.51244,4.36567,19.4055,8.52612,11.3172,5.98756,3.699
chr19:13163348-13163349,94.6107,6.04478,1.5,4.58955,19.4303,8.61318,11.2052,6.04975,3.79851
chr19:13163350-13163351,95.7338,5.99254,1.4937799999999999,4.6355699999999995,19.4216,8.631839999999999,11.1878,6.0597,3.81965
chr19:13163366-13163367,103.67399999999999,5.71393,1.39428,4.9539800000000005,19.2226,8.83085,11.0684,6.0597,3.99876
chr19:13163370-13163371,105.65899999999999,5.64428,1.3694,5.033580000000001,19.1729,8.8806,11.0386,6.0597,4.0435300000000005
chr19:13172036-13172037,144.592,41.8408,7.83458,9.62438,79.1095,11.8607,23.893,12.8644,11.0808
chr19:13172108-13172109,182.235,62.4988,12.1405,10.8221,87.5871,12.9789,27.3159,13.5759,11.6604
chr19:13172366-13172367,592.872,159.519,12.1679,15.2002,89.694,10.8483,32.7065,15.9154,12.0124
chr19:13172406-13172407,572.927,158.767,10.4279,15.5883,84.5784,11.0398,30.6866,15.3781,11.9726
chr19:13172427-13172428,532.5980000000001,152.629,9.4092,15.4838,80.0075,10.9876,29.3022,14.9863,11.7114
chr19:13172431-13172432,524.9169999999999,151.46,9.21517,15.4639,79.1368,10.9776,29.0386,14.9117,11.6617
chr19:13173287-13173288,24.5833,6.39303,6.05473,6.652989999999999,19.4838,5.90174,9.64055,6.828360000000001,5.4850699999999994
chr19:13173296-13173297,24.8744,6.42662,6.18905,6.58582,19.6294,5.83458,9.62935,6.77239,5.40672
chr19:13173297-13173298,24.9067,6.43035,6.2039800000000005,6.578360000000001,19.6455,5.82711,9.628110000000001,6.76617,5.39801
chr19:13173300-13173301,24.9988,6.44527,6.23881,6.55473,19.694000000000003,5.79726,9.62935,6.742539999999999,5.373130000000001
chr19:13173301-13173302,25.005,6.4564699999999995,6.23383,6.54478,19.7052,5.77985,9.63308,6.7350699999999994,5.3694
chr19:13173303-13173304,25.0174,6.47886,6.22388,6.5248800000000005,19.7276,5.745019999999999,9.64055,6.72015,5.36194
chr19:13173312-13173313,25.0734,6.5796,6.1791,6.43532,19.8284,5.58831,9.67413,6.652989999999999,5.32836
chr19:13180522-13180523,2095.28,33.8706,183.333,234.795,189.285,494.662,132.465,174.638,275.357
chr19:13180532-13180533,2140.94,34.4552,192.338,245.80200000000002,193.29,517.398,137.241,184.787,285.755
chr19:13180585-13180586,2237.08,36.194,222.706,292.731,210.15400000000002,613.336,157.366,229.16400000000002,324.133
chr19:13180592-13180593,2240.2,36.3333,225.58,298.164,212.08700000000002,624.35,159.673,234.39700000000002,328.086
chr19:13180963-13180964,853.29,36.4813,28.1256,74.7388,100.662,152.045,68.9863,42.6505,83.3893
chr19:13180964-13180965,852.052,36.4677,28.0535,74.2998,100.445,151.072,68.7363,42.3843,82.9988
chr19:13180967-13180968,848.34,36.4266,27.8371,72.9826,99.796,148.154,67.9863,41.5858,81.8271
chr19:13183485-13183486,104.316,16.4888,3.4912900000000002,5.23756,27.7052,5.02114,10.1343,7.0472600000000005,5.16418
chr19:13183486-13183487,104.949,16.541,3.4962699999999995,5.24254,27.6828,5.0323400000000005,10.1381,7.0398,5.1704
chr19:13183614-13183615,134.071,19.3047,3.79975,4.79104,26.0274,4.51368,10.3483,6.48259,7.937810000000001
chr19:13183616-13183617,133.178,19.2376,3.7898,4.77114,25.9975,4.48134,10.3284,6.4801,7.972639999999999
chr19:13188289-13188290,829.4789999999999,30.3296,16.6368,80.9104,123.195,239.12400000000002,78.5796,70.9055,92.5062
chr19:13190468-13190469,1016.53,36.9938,12.4726,21.6493,86.09200000000001,37.3495,68.2425,18.6567,17.0908
chr19:13190470-13190471,1020.49,36.9341,12.4701,21.5647,86.1791,37.1803,68.2848,18.6269,17.1082
chr19:13190473-13190474,1026.42,36.8445,12.4664,21.4378,86.3097,36.9266,68.3483,18.5821,17.1343
chr19:13190490-13190491,1060.01,36.3371,12.4453,20.7189,87.0498,35.4888,68.7077,18.3284,17.2823
chr19:13190513-13190514,1072.12,35.352,12.6082,19.7736,86.6405,33.3296,68.3818,17.8483,17.2848
chr19:13190672-13190673,750.0089999999999,27.2836,13.1169,15.7811,66.209,20.1953,59.7774,15.5386,17.5784
chr19:13190693-13190694,700.173,26.1604,13.1169,15.5199,63.0224,19.0983,58.4714,15.5124,17.9963
chr19:13193359-13193360,174.94,49.3333,1.89925,5.85323,21.1182,3.35572,14.5908,14.1915,7.212689999999999
chr19:13193367-13193368,176.731,50.3184,1.96891,5.783580000000001,21.5261,3.44527,14.5112,14.300999999999998,7.1330800000000005
chr19:13193376-13193377,178.74599999999998,51.4266,2.0472599999999996,5.70522,21.9851,3.5460199999999995,14.4216,14.4241,7.0435300000000005
chr19:13200136-13200137,248.333,58.8159,0.633085,4.45025,28.76,4.3607,10.6045,7.017410000000001,5.684080000000001
chr19:13200139-13200140,252.33,59.3868,0.659204,4.4204,28.7152,4.3495,10.6082,7.05473,5.78109
chr19:13200140-13200141,253.662,59.5771,0.66791,4.41045,28.7002,4.34577,10.6095,7.06716,5.81343
chr19:13200176-13200177,282.575,63.3097,1.04851,4.1144300000000005,27.596999999999998,4.00995,10.3234,7.45025,6.81468
chr19:13200195-13200196,294.20099999999996,64.6803,1.26119,3.97264,26.9117,3.7972599999999996,10.1107,7.6393,7.31095
chr19:13200225-13200226,288.767,63.4216,1.56592,3.77736,25.857,3.3022400000000003,9.743780000000001,7.75,7.5248800000000005
chr19:13200234-13200235,285.868,62.8619,1.65547,3.72139,25.5435,3.14552,9.631839999999999,7.77239,7.55846
chr19:13200235-13200236,285.546,62.7998,1.6654200000000001,3.7151699999999996,25.5087,3.12811,9.6194,7.7748800000000005,7.562189999999999
chr19:13204791-13204792,813.924,210.937,8.0398,15.2811,146.30200000000002,16.408,33.709,17.6393,16.8881
chr19:13204798-13204799,822.387,212.321,8.00498,15.5075,147.19899999999998,16.5734,33.7873,17.7264,16.8184
chr19:13207191-13207192,559.655,39.4764,19.347,9.44154,117.126,10.0249,43.148,14.3072,11.7027
chr19:13207196-13207197,572.5409999999999,40.291,19.7948,9.47264,118.257,10.0808,43.4216,14.4192,11.8022
chr19:13207224-13207225,619.596,44.2214,21.296,9.40423,124.09100000000001,10.1206,44.7276,14.8346,12.2413
chr19:13207225-13207226,621.146,44.3582,21.3445,9.4005,124.296,10.1206,44.7724,14.8483,12.2562
chr19:13207274-13207275,653.9069999999999,48.9328,22.2587,9.12935,132.79399999999998,9.93905,46.7301,15.4602,13.0224
chr19:13207278-13207279,653.0459999999999,49.1318,22.2139,9.0995,133.356,9.9092,46.8694,15.505,13.0871
chr19:13207290-13207291,650.464,49.7289,22.0796,9.00995,135.042,9.81965,47.2873,15.6393,13.2811
chr19:13207291-13207292,650.249,49.7786,22.0684,9.00249,135.183,9.81219,47.3221,15.6505,13.2973
chr19:13207292-13207293,650.034,49.8284,22.0572,8.99502,135.32299999999998,9.804730000000001,47.357,15.6617,13.3134
chr19:13207293-13207294,649.818,49.8781,22.046,8.98756,135.464,9.797260000000001,47.3918,15.6729,13.3296
chr19:13207295-13207296,649.388,49.9776,22.0236,8.97264,135.745,9.78234,47.4614,15.6953,13.3619
chr19:13207668-13207669,206.929,21.01,7.28109,8.097010000000001,98.2811,9.138060000000001,33.3595,10.8831,13.0784
chr19:13207709-13207710,168.183,20.7413,7.10199,7.912939999999999,90.8072,8.53731,29.9005,11.505,13.4055
chr19:13207712-13207713,165.21599999999998,20.7935,7.1318399999999995,7.905469999999999,90.3147,8.50746,29.6542,11.602,13.4353
chr19:13207725-13207726,152.362,21.0199,7.261189999999999,7.873130000000001,88.1803,8.378110000000001,28.5871,12.0224,13.5647
chr19:13207726-13207727,151.373,21.0373,7.271139999999999,7.87065,88.0162,8.368160000000001,28.505,12.0547,13.5746
chr19:13207729-13207730,148.407,21.0896,7.301,7.863180000000001,87.5236,8.33831,28.2587,12.1517,13.6045
chr19:13207913-13207914,54.7736,22.0995,10.0522,7.004980000000001,67.8893,11.3532,20.8831,17.0348,12.300999999999998
chr19:13207923-13207924,54.7861,21.6269,10.0025,6.917910000000001,66.944,11.3905,20.9328,16.9726,12.0647
chr19:13207924-13207925,54.7873,21.5796,9.99751,6.9092,66.8495,11.3943,20.9378,16.9664,12.040999999999999
chr19:13207967-13207968,53.6468,19.3706,9.5199,6.49005,62.5759,11.2525,21.1903,16.4353,11.0025
chr19:13207988-13207989,52.3147,18.1692,9.101989999999999,6.254980000000001,60.3557,10.9652,21.346999999999998,15.9913,10.4801
chr19:13208039-13208040,45.2761,15.7811,7.837060000000001,5.83085,56.2376,9.7301,21.2338,14.2662,9.55348
chr19:13208836-13208837,1033.35,21.1965,24.5585,16.301,224.68,17.1057,81.3159,19.0622,18.7861
chr19:13212196-13212197,224.713,85.8856,4.17662,8.79229,159.155,8.31095,28.3831,13.4838,8.51368
chr19:13212204-13212205,229.86700000000002,88.3582,4.32711,8.95771,160.02200000000002,8.51493,28.7612,13.5609,8.85323
chr19:13212206-13212207,230.832,88.8856,4.36194,8.99502,160.062,8.57463,28.8483,13.5634,8.92786
chr19:13212207-13212208,231.315,89.1493,4.37935,9.01368,160.082,8.60448,28.8918,13.5647,8.96517
chr19:13212252-13212253,251.149,100.617,5.15299,9.82587,160.553,9.93035,30.8259,13.5796,10.6306
chr19:13212447-13212448,118.529,74.393,7.222639999999999,9.95025,115.781,11.6493,29.7189,10.041,12.8557
chr19:13212448-13212449,117.729,74.1007,7.232589999999999,9.945269999999999,115.536,11.6393,29.6816,10.0261,12.8632
chr19:13212456-13212457,112.84700000000001,71.7289,7.245019999999999,9.91169,113.65799999999999,11.4988,29.3134,9.952739999999999,12.857000000000001
chr19:13212463-13212464,109.12899999999999,69.709,7.245019999999999,9.88557,112.10799999999999,11.3682,28.9826,9.9005,12.8396
chr19:13212464-13212465,108.598,69.4204,7.245019999999999,9.881839999999999,111.887,11.3495,28.9353,9.89303,12.8371
chr19:13212480-13212481,100.101,64.8035,7.245019999999999,9.82214,108.345,11.050999999999998,28.1791,9.77363,12.7973
chr19:13212485-13212486,97.4453,63.3607,7.245019999999999,9.80348,107.238,10.9577,27.9428,9.73632,12.7848
chr19:13212500-13212501,89.4042,58.9826,7.2350699999999994,9.74876,103.889,10.6729,27.2226,9.62935,12.7363
chr19:13212501-13212502,89.0037,58.7338,7.22015,9.743780000000001,103.705,10.6542,27.1766,9.62935,12.7201
chr19:13212509-13212510,85.7998,56.7438,7.10075,9.70398,102.23299999999999,10.505,26.8085,9.62935,12.5908
chr19:13212551-13212552,69.0448,46.2823,6.4614400000000005,9.503730000000001,94.4689,9.71144,24.8682,9.64552,11.9254
chr19:13212556-13212557,67.6144,45.2127,6.3495,9.50995,93.5672,9.587060000000001,24.6567,9.70149,11.8943
chr19:13212557-13212558,67.3284,44.9988,6.32711,9.51119,93.3868,9.56219,24.6144,9.71269,11.8881
chr19:13213615-13213616,2350.97,52.7376,90.3881,369.54400000000004,226.989,885.0110000000001,228.685,201.953,495.787
chr19:13213653-13213654,2391.75,52.3918,94.3856,409.71,249.739,970.951,242.294,229.11900000000003,532.96
chr19:13213679-13213680,2370.93,50.8719,93.1567,418.086,265.455,989.4169999999999,245.98,236.78400000000002,536.453
chr19:13213683-13213684,2367.72,50.6381,92.9677,419.374,267.873,992.257,246.547,237.963,536.99
chr19:13213726-13213727,2270.35,46.6281,84.9714,409.56800000000004,290.397,969.942,244.41400000000002,235.97400000000002,517.2180000000001
chr19:13215294-13215295,241.28599999999997,53.3744,8.31841,14.4988,100.279,6.66667,28.9279,12.6057,16.6318
chr19:13215344-13215345,295.973,72.9677,9.49254,15.5697,113.76899999999999,6.96517,34.0473,14.4714,17.4129
chr19:13215355-13215356,307.612,78.0398,9.685319999999999,15.8134,117.15299999999999,7.10572,35.2313,14.9465,17.4701
chr19:13215356-13215357,308.592,78.541,9.69652,15.8358,117.478,7.123130000000001,35.3396,14.9925,17.4652
chr19:13215469-13215470,395.03,131.13299999999998,10.0124,17.444000000000003,147.231,10.1045,44.3756,18.8719,16.1294
chr19:13215480-13215481,396.152,134.759,9.91667,17.4167,148.08,10.4465,44.5672,18.9129,15.9241
chr19:13215481-13215482,396.254,135.088,9.907960000000001,17.4142,148.157,10.4776,44.5846,18.9167,15.9055
chr19:13229740-13229741,216.78599999999997,8.13433,8.5398,12.2662,72.607,5.4403,24.908,12.709000000000001,5.7176599999999995
chr19:13229768-13229769,221.343,7.944030000000001,8.847010000000001,12.4266,75.8918,5.3781099999999995,23.0684,13.7998,5.29851
chr19:13229801-13229802,218.35,7.72761,8.88682,12.3831,79.6144,5.37935,20.9739,15.0846,4.95522
chr19:13243426-13243427,427.772,11.5448,29.2687,18.1928,34.3445,20.0012,27.245,12.4291,9.22015
chr19:13243433-13243434,447.083,11.6231,30.5224,18.393,34.5361,20.5933,27.6891,12.4117,9.246269999999999
chr19:13243435-13243436,452.601,11.6455,30.8806,18.4502,34.5908,20.7624,27.8159,12.4067,9.253730000000001
chr19:13243436-13243437,455.35900000000004,11.6567,31.0597,18.4789,34.6182,20.846999999999998,27.8794,12.4042,9.25746
chr19:13243463-13243464,522.285,11.8955,35.3371,18.9876,35.0746,23.2015,29.2289,12.1866,9.27488
chr19:13243473-13243474,544.2,11.9577,36.7052,19.0746,35.1368,24.0846,29.5896,12.0498,9.25
chr19:13243480-13243481,559.5409999999999,12.0012,37.6629,19.1356,35.1803,24.7027,29.842,11.954,9.23259
chr19:13243496-13243497,594.606,12.1007,39.852,19.2749,35.2799,26.1157,30.4192,11.7351,9.192789999999999
chr19:13243512-13243513,604.9490000000001,12.1082,40.8358,19.1803,35.0224,27.1841,30.5522,11.5647,9.12438
