0,6fd154c2e0cb-Hudep2_ATAC,9c6896724a71-Hudep2_D3_merged_CTCF.all,55047d5ca206-Hudep2_BCL11A,502aa7971c4b-Hudep2_D0_GATA1.all,8f98ac7fc54d-HUDEP2_LRF_CHIP,18349b65b5e8-Hudep2_D3_merged_GATA1.all,f8027f92e467-Hudep2_D3_merged_KLF1.all,f797f04f53e6-Hudep2_D3_merged_LDB1.all,730a8742155d-Hudep2_D3_merged_TAL1.all
chr19:13088775-13088776,430.0,210.25,10.0,12.75,58.25,12.75,25.5,16.25,10.0
chr19:13088777-13088778,430.0,210.25,10.0,12.75,58.25,12.75,25.5,16.25,10.0
chr19:13088783-13088784,430.0,210.25,10.0,12.75,58.25,12.75,25.5,16.25,10.0
chr19:13088791-13088792,430.0,210.25,10.0,12.75,58.25,12.75,25.5,16.25,10.0
chr19:13088844-13088845,565.5,263.75,12.75,13.75,65.25,16.0,28.5,16.25,14.0
chr19:13088846-13088847,568.182,267.88599999999997,12.9773,13.9773,66.2955,16.3182,28.5909,16.0682,14.1364
chr19:13088889-13088890,580.25,286.5,14.0,15.0,71.0,17.75,29.0,15.25,14.75
chr19:13094508-13094509,415.75,319.0,4.75,14.0,141.25,18.75,81.5,24.25,17.0
chr19:13094539-13094540,415.75,319.0,4.75,14.0,141.25,18.75,81.5,24.25,17.0
chr19:13094581-13094582,374.75,351.5,3.5,12.25,154.0,15.25,77.0,25.0,16.0
chr19:13094594-13094595,374.75,351.5,3.5,12.25,154.0,15.25,77.0,25.0,16.0
chr19:13094596-13094597,356.205,347.909,3.36364,11.8864,153.091,14.6591,75.4091,24.7727,15.6818
chr19:13140915-13140916,133.0,106.5,3.25,9.0,28.25,10.25,16.75,7.0,6.5
chr19:13140917-13140918,133.0,106.5,3.25,9.0,28.25,10.25,16.75,7.0,6.5
chr19:13140918-13140919,133.0,106.5,3.25,9.0,28.25,10.25,16.75,7.0,6.5
chr19:13140924-13140925,133.0,106.5,3.25,9.0,28.25,10.25,16.75,7.0,6.5
chr19:13144297-13144298,170.773,51.1818,3.70455,11.4545,27.9318,13.6591,14.3864,9.590910000000001,7.29545
chr19:13145051-13145052,516.295,140.455,12.0,7.70455,49.25,11.7727,28.5455,15.9318,7.52273
chr19:13145143-13145144,695.25,143.25,15.5,10.25,45.25,12.5,32.75,16.5,7.5
chr19:13163338-13163339,77.0,6.0,1.75,4.0,19.5,8.0,11.25,6.25,3.25
chr19:13163348-13163349,91.3636,5.63636,1.75,4.45455,19.8636,8.45455,10.9773,6.34091,3.52273
chr19:13163350-13163351,98.5455,5.45455,1.75,4.68182,20.0455,8.68182,10.8409,6.38636,3.65909
chr19:13163366-13163367,116.5,5.0,1.75,5.25,20.5,9.25,10.5,6.5,4.0
chr19:13163370-13163371,116.5,5.0,1.75,5.25,20.5,9.25,10.5,6.5,4.0
chr19:13172036-13172037,137.0,33.5,6.0,9.5,76.75,11.0,23.25,13.0,10.75
chr19:13172108-13172109,190.0,68.5,14.25,11.5,91.5,14.5,28.5,13.75,12.25
chr19:13172366-13172367,714.75,175.25,12.75,16.25,96.25,11.75,33.5,16.25,13.25
chr19:13172406-13172407,624.0,168.25,9.25,15.75,86.0,12.0,29.25,14.5,13.0
chr19:13172427-13172428,624.0,168.25,9.25,15.75,86.0,12.0,29.25,14.5,13.0
chr19:13172431-13172432,624.0,168.25,9.25,15.75,86.0,12.0,29.25,14.5,13.0
chr19:13173287-13173288,25.0,6.0,7.0,7.25,19.25,6.75,9.5,7.0,5.5
chr19:13173296-13173297,25.1364,6.13636,7.0,7.159089999999999,19.3409,6.613639999999999,9.54545,7.0,5.5
chr19:13173297-13173298,25.2045,6.20455,7.0,7.113639999999999,19.3864,6.54545,9.56818,7.0,5.5
chr19:13173300-13173301,25.4091,6.40909,7.0,6.97727,19.5227,6.34091,9.63636,7.0,5.5
chr19:13173301-13173302,25.4773,6.47727,7.0,6.93182,19.5682,6.27273,9.659089999999999,7.0,5.5
chr19:13173303-13173304,25.6136,6.613639999999999,7.0,6.840910000000001,19.6591,6.13636,9.70455,7.0,5.5
chr19:13173312-13173313,25.75,6.75,7.0,6.75,19.75,6.0,9.75,7.0,5.5
chr19:13180522-13180523,2259.75,36.0,200.5,243.0,195.0,509.75,136.75,178.0,294.0
chr19:13180532-13180533,2259.75,36.0,200.5,243.0,195.0,509.75,136.75,178.0,294.0
chr19:13180585-13180586,2400.25,38.0,245.75,306.25,213.25,627.0,162.0,240.5,334.25
chr19:13180592-13180593,2400.25,38.0,245.75,306.25,213.25,627.0,162.0,240.5,334.25
chr19:13180963-13180964,917.5,38.75,30.5,66.5,101.5,138.75,63.5,37.0,77.0
chr19:13180964-13180965,917.5,38.75,30.5,66.5,101.5,138.75,63.5,37.0,77.0
chr19:13180967-13180968,917.5,38.75,30.5,66.5,101.5,138.75,63.5,37.0,77.0
chr19:13183485-13183486,95.25,15.5,3.5,5.5,27.5,5.0,9.75,7.25,4.25
chr19:13183486-13183487,95.25,15.5,3.5,5.5,27.5,5.0,9.75,7.25,4.25
chr19:13183614-13183615,150.0,21.0,4.25,4.75,26.25,4.25,11.0,6.5,8.5
chr19:13183616-13183617,150.0,21.0,4.25,4.75,26.25,4.25,11.0,6.5,8.5
chr19:13188289-13188290,863.25,31.75,16.5,79.75,120.5,234.25,81.25,72.25,91.75
chr19:13190468-13190469,1171.0,38.0,13.25,21.25,89.75,39.0,72.0,19.0,18.25
chr19:13190470-13190471,1171.0,38.0,13.25,21.25,89.75,39.0,72.0,19.0,18.25
chr19:13190473-13190474,1171.0,38.0,13.25,21.25,89.75,39.0,72.0,19.0,18.25
chr19:13190490-13190491,1171.0,38.0,13.25,21.25,89.75,39.0,72.0,19.0,18.25
chr19:13190513-13190514,1171.25,34.75,13.25,19.0,89.5,32.25,69.25,17.25,18.25
chr19:13190672-13190673,685.25,28.25,14.25,15.75,63.0,19.5,60.25,15.25,17.5
chr19:13190693-13190694,685.25,28.25,14.25,15.75,63.0,19.5,60.25,15.25,17.5
chr19:13193359-13193360,208.5,56.5,1.5,5.75,21.25,4.0,14.5,14.75,7.5
chr19:13193367-13193368,208.5,56.5,1.5,5.75,21.25,4.0,14.5,14.75,7.5
chr19:13193376-13193377,208.5,56.5,1.5,5.75,21.25,4.0,14.5,14.75,7.5
chr19:13200136-13200137,250.75,60.25,0.25,4.25,29.25,4.75,11.0,7.25,5.5
chr19:13200139-13200140,250.75,60.25,0.25,4.25,29.25,4.75,11.0,7.25,5.5
chr19:13200140-13200141,250.75,60.25,0.25,4.25,29.25,4.75,11.0,7.25,5.5
chr19:13200176-13200177,325.75,69.25,1.0,4.0,28.5,4.75,10.75,7.5,7.5
chr19:13200195-13200196,326.909,69.3182,1.06818,4.0,28.2955,4.63636,10.6818,7.54545,7.590910000000001
chr19:13200225-13200226,338.5,70.0,1.75,4.0,26.25,3.5,10.0,8.0,8.5
chr19:13200234-13200235,338.5,70.0,1.75,4.0,26.25,3.5,10.0,8.0,8.5
chr19:13200235-13200236,338.5,70.0,1.75,4.0,26.25,3.5,10.0,8.0,8.5
chr19:13204791-13204792,918.75,229.75,8.75,15.0,157.0,18.25,34.75,18.0,18.75
chr19:13204798-13204799,932.3860000000001,228.93200000000002,8.477269999999999,15.7273,157.0,18.1591,34.6591,18.0909,17.8409
chr19:13207191-13207192,541.5,35.5,17.75,10.0,110.25,10.25,42.75,13.75,11.25
chr19:13207196-13207197,567.136,37.6818,19.1136,10.0,113.523,10.3409,43.1136,13.9773,11.4773
chr19:13207224-13207225,682.5,47.5,25.25,10.0,128.25,10.75,44.75,15.0,12.5
chr19:13207225-13207226,682.5,47.5,25.25,10.0,128.25,10.75,44.75,15.0,12.5
chr19:13207274-13207275,752.75,54.5,25.75,9.0,139.25,10.25,46.75,16.25,13.25
chr19:13207278-13207279,752.75,54.5,25.75,9.0,139.25,10.25,46.75,16.25,13.25
chr19:13207290-13207291,752.75,54.5,25.75,9.0,139.25,10.25,46.75,16.25,13.25
chr19:13207291-13207292,752.75,54.5,25.75,9.0,139.25,10.25,46.75,16.25,13.25
chr19:13207292-13207293,752.75,54.5,25.75,9.0,139.25,10.25,46.75,16.25,13.25
chr19:13207293-13207294,752.75,54.5,25.75,9.0,139.25,10.25,46.75,16.25,13.25
chr19:13207295-13207296,744.568,54.4091,25.3636,8.93182,139.295,10.1591,46.9773,16.2045,13.2727
chr19:13207668-13207669,212.25,18.5,6.25,7.75,96.5,8.75,33.0,9.25,13.25
chr19:13207709-13207710,148.5,19.75,6.75,8.0,86.25,7.0,28.5,11.5,13.75
chr19:13207712-13207713,148.5,19.75,6.75,8.0,86.25,7.0,28.5,11.5,13.75
chr19:13207725-13207726,148.5,19.75,6.75,8.0,86.25,7.0,28.5,11.5,13.75
chr19:13207726-13207727,148.5,19.75,6.75,8.0,86.25,7.0,28.5,11.5,13.75
chr19:13207729-13207730,148.5,19.75,6.75,8.0,86.25,7.0,28.5,11.5,13.75
chr19:13207913-13207914,55.5,22.0,10.25,7.0,68.75,13.25,20.5,17.5,12.75
chr19:13207923-13207924,55.5,22.0,10.25,7.0,68.75,13.25,20.5,17.5,12.75
chr19:13207924-13207925,55.5,22.0,10.25,7.0,68.75,13.25,20.5,17.5,12.75
chr19:13207967-13207968,57.5,18.5,10.25,6.5,61.0,11.75,22.0,17.0,9.75
chr19:13207988-13207989,57.5,18.5,10.25,6.5,61.0,11.75,22.0,17.0,9.75
chr19:13208039-13208040,56.25,15.5,8.5,5.75,55.25,9.75,22.0,15.25,9.25
chr19:13208836-13208837,1076.5,21.5,23.0,15.5,224.25,17.75,83.0,19.0,19.25
chr19:13212196-13212197,230.31799999999998,83.0909,4.22727,8.93182,163.31799999999998,8.43182,27.7045,14.25,7.636360000000001
chr19:13212204-13212205,261.591,97.4545,5.13636,9.659089999999999,168.59099999999998,9.159089999999999,29.5227,14.25,10.1818
chr19:13212206-13212207,265.5,99.25,5.25,9.75,169.25,9.25,29.75,14.25,10.5
chr19:13212207-13212208,265.5,99.25,5.25,9.75,169.25,9.25,29.75,14.25,10.5
chr19:13212252-13212253,276.22700000000003,108.88600000000001,5.43182,10.1136,165.614,9.43182,31.75,13.8864,12.1364
chr19:13212447-13212448,116.818,75.9318,7.386360000000001,10.2955,116.568,11.6364,30.1818,10.1591,12.9091
chr19:13212448-13212449,113.84100000000001,74.4091,7.43182,10.2273,115.84100000000001,11.6818,29.9091,10.0455,12.7955
chr19:13212456-13212457,93.0,63.75,7.75,9.75,110.75,12.0,28.0,9.25,12.0
chr19:13212463-13212464,93.0,63.75,7.75,9.75,110.75,12.0,28.0,9.25,12.0
chr19:13212464-13212465,93.0,63.75,7.75,9.75,110.75,12.0,28.0,9.25,12.0
chr19:13212480-13212481,93.0,63.75,7.75,9.75,110.75,12.0,28.0,9.25,12.0
chr19:13212485-13212486,93.0,63.75,7.75,9.75,110.75,12.0,28.0,9.25,12.0
chr19:13212500-13212501,85.6364,57.2045,7.75,9.61364,104.477,11.1818,26.9091,9.25,12.8182
chr19:13212501-13212502,84.4091,56.1136,7.75,9.590910000000001,103.432,11.0455,26.7273,9.25,12.9545
chr19:13212509-13212510,79.5,51.75,7.75,9.5,99.25,10.5,26.0,9.25,13.5
chr19:13212551-13212552,67.25,44.5909,6.79545,9.340910000000001,91.6136,9.38636,24.7273,9.409089999999999,12.7045
chr19:13212556-13212557,60.25,40.5,6.25,9.25,87.25,8.75,24.0,9.5,12.25
chr19:13212557-13212558,60.25,40.5,6.25,9.25,87.25,8.75,24.0,9.5,12.25
chr19:13213615-13213616,2406.75,55.75,100.75,409.0,230.75,974.25,238.5,222.25,543.75
chr19:13213653-13213654,2458.3,53.5,101.36399999999999,451.13599999999997,259.38599999999997,1056.27,254.045,254.977,572.182
chr19:13213679-13213680,2469.75,53.0,101.5,460.5,265.75,1074.5,257.5,262.25,578.5
chr19:13213683-13213684,2469.75,53.0,101.5,460.5,265.75,1074.5,257.5,262.25,578.5
chr19:13213726-13213727,2394.0,49.0,91.75,448.25,294.75,1049.75,259.5,262.5,554.5
chr19:13215294-13215295,223.0,44.0,8.25,14.0,93.75,7.25,26.0,11.25,17.5
chr19:13215344-13215345,264.0,59.0,8.75,15.0,102.5,5.75,31.0,12.5,17.5
chr19:13215355-13215356,328.5,82.75,10.0,16.25,121.0,6.0,37.0,15.75,17.0
chr19:13215356-13215357,328.5,82.75,10.0,16.25,121.0,6.0,37.0,15.75,17.0
chr19:13215469-13215470,420.0,144.75,10.5,18.5,159.0,10.75,47.75,20.5,16.5
chr19:13215480-13215481,420.0,144.75,10.5,18.5,159.0,10.75,47.75,20.5,16.5
chr19:13215481-13215482,420.0,144.75,10.5,18.5,159.0,10.75,47.75,20.5,16.5
chr19:13229740-13229741,236.25,8.25,9.25,12.5,69.5,4.25,26.25,12.0,6.0
chr19:13229768-13229769,253.0,8.5,10.75,14.0,79.0,5.25,22.75,14.0,4.0
chr19:13229801-13229802,237.727,7.863639999999999,9.63636,13.3636,82.1818,5.72727,20.3636,15.9091,4.15909
chr19:13243426-13243427,423.25,12.0,29.0,18.75,35.5,20.5,28.5,13.0,9.5
chr19:13243433-13243434,423.25,12.0,29.0,18.75,35.5,20.5,28.5,13.0,9.5
chr19:13243435-13243436,423.25,12.0,29.0,18.75,35.5,20.5,28.5,13.0,9.5
chr19:13243436-13243437,423.25,12.0,29.0,18.75,35.5,20.5,28.5,13.0,9.5
chr19:13243463-13243464,621.0,12.25,40.25,20.0,36.75,24.25,30.75,12.25,10.25
chr19:13243473-13243474,621.0,12.25,40.25,20.0,36.75,24.25,30.75,12.25,10.25
chr19:13243480-13243481,621.0,12.25,40.25,20.0,36.75,24.25,30.75,12.25,10.25
chr19:13243496-13243497,635.864,12.2045,41.4773,19.9545,36.4773,24.9773,31.0227,12.0682,9.977269999999999
chr19:13243512-13243513,702.75,12.0,47.0,19.75,35.25,28.25,32.25,11.25,8.75
chr19:13243513-13243514,702.75,12.0,47.0,19.75,35.25,28.25,32.25,11.25,8.75
chr19:13243521-13243522,702.75,12.0,47.0,19.75,35.25,28.25,32.25,11.25,8.75
chr19:13243524-13243525,702.75,12.0,47.0,19.75,35.25,28.25,32.25,11.25,8.75
chr19:13264517-13264518,304.25,53.75,6.75,11.75,79.25,11.0,37.5,21.5,11.25
chr19:13264535-13264536,304.25,53.75,6.75,11.75,79.25,11.0,37.5,21.5,11.25
chr19:13264537-13264538,304.25,53.75,6.75,11.75,79.25,11.0,37.5,21.5,11.25
chr19:13273775-13273776,1419.75,27.25,32.75,16.5,106.25,20.0,91.0,24.25,17.5
chr19:13273839-13273840,1695.0,27.25,40.5,17.25,124.0,20.75,105.5,23.25,19.75
chr19:13273841-13273842,1695.0,27.25,40.5,17.25,124.0,20.75,105.5,23.25,19.75
chr19:13273859-13273860,1778.5,28.5,44.25,17.75,146.75,21.5,112.5,22.75,22.0
chr19:13273872-13273873,1778.5,28.5,44.25,17.75,146.75,21.5,112.5,22.75,22.0
chr19:13273927-13273928,1559.25,29.75,40.5,17.5,167.5,20.0,110.25,21.75,23.25
chr19:13273928-13273929,1559.25,29.75,40.5,17.5,167.5,20.0,110.25,21.75,23.25
chr19:13283350-13283351,259.318,10.5455,6.34091,18.4545,39.6818,19.2045,14.0227,6.43182,4.79545
chr19:13305557-13305558,113.5,144.75,2.0,12.25,24.75,8.25,14.5,11.75,11.0
chr19:13305595-13305596,112.545,142.523,2.0,12.2273,24.6364,8.159089999999999,14.5227,11.8636,10.8409
chr19:13305596-13305597,111.59100000000001,140.295,2.0,12.2045,24.5227,8.06818,14.5455,11.9773,10.6818
chr19:13323773-13323774,217.5,57.25,0.5,5.75,25.25,4.0,11.25,7.5,4.5
chr19:13323782-13323783,217.5,57.25,0.5,5.75,25.25,4.0,11.25,7.5,4.5
chr19:13323850-13323851,248.455,74.5455,1.54545,5.47727,30.8182,4.63636,14.4545,8.409089999999999,8.31818
chr19:13323853-13323854,242.18200000000002,75.5682,1.81818,5.34091,31.2273,4.70455,14.9318,8.61364,8.727269999999999
chr19:13323856-13323857,238.0,76.25,2.0,5.25,31.5,4.75,15.25,8.75,9.0
chr19:13323859-13323860,238.0,76.25,2.0,5.25,31.5,4.75,15.25,8.75,9.0
chr19:13323868-13323869,238.0,76.25,2.0,5.25,31.5,4.75,15.25,8.75,9.0
chr19:13323889-13323890,238.0,76.25,2.0,5.25,31.5,4.75,15.25,8.75,9.0
chr19:13323890-13323891,238.0,76.25,2.0,5.25,31.5,4.75,15.25,8.75,9.0
chr19:13345585-13345586,73.0,37.5,0.0,3.0,18.5,3.25,8.5,6.75,1.75
chr19:13352742-13352743,58.0,15.0,0.75,1.5,17.25,1.25,7.0,6.25,5.75
chr19:13352744-13352745,58.0,15.0,0.75,1.5,17.25,1.25,7.0,6.25,5.75
chr19:13352752-13352753,56.0,13.9091,0.931818,2.04545,17.9773,1.06818,7.363639999999999,5.52273,4.84091
chr19:13373356-13373357,88.5,99.0,3.5,17.0,29.25,24.5,9.75,13.75,4.0
chr19:13373405-13373406,126.5,105.0,5.0,17.5,33.0,32.75,10.25,14.0,6.0
chr19:13373455-13373456,126.75,94.25,6.5,18.0,34.5,34.75,11.25,14.5,9.5
chr19:13373457-13373458,126.75,94.25,6.5,18.0,34.5,34.75,11.25,14.5,9.5
chr19:13388126-13388127,260.25,136.5,2.75,14.5,59.0,11.0,45.0,16.25,12.75
chr19:13388931-13388932,101.75,99.75,1.5,10.5,32.25,6.25,15.25,9.5,4.25
chr19:13389014-13389015,137.5,113.5,2.75,12.75,29.5,5.0,20.75,12.25,2.5
chr19:13389015-13389016,137.5,113.5,2.75,12.75,29.5,5.0,20.75,12.25,2.5
chr19:13389035-13389036,137.5,113.5,2.75,12.75,29.5,5.0,20.75,12.25,2.5
chr19:13477460-13477461,16.5,53.5,1.0,7.0,16.25,2.25,6.5,8.75,4.0
chr19:13477462-13477463,16.5,53.5,1.0,7.0,16.25,2.25,6.5,8.75,4.0
chr19:13477463-13477464,16.5,53.5,1.0,7.0,16.25,2.25,6.5,8.75,4.0
chr19:13477489-13477490,16.5,53.5,1.0,7.0,16.25,2.25,6.5,8.75,4.0
chr19:13477497-13477498,17.5227,55.4091,1.0,6.93182,16.3864,2.04545,6.70455,9.159089999999999,4.34091
chr19:13477508-13477509,20.25,60.5,1.0,6.75,16.75,1.5,7.25,10.25,5.25
chr19:13477515-13477516,20.25,60.5,1.0,6.75,16.75,1.5,7.25,10.25,5.25
chr19:13477517-13477518,20.25,60.5,1.0,6.75,16.75,1.5,7.25,10.25,5.25
chr19:13477518-13477519,20.25,60.5,1.0,6.75,16.75,1.5,7.25,10.25,5.25
chr19:13539332-13539333,43.25,40.75,1.75,11.0,13.0,5.0,15.75,14.25,4.75
chr19:13539357-13539358,57.0,43.75,2.25,11.75,15.25,6.0,16.75,13.5,5.5
chr19:13539408-13539409,64.5,41.75,2.75,10.25,15.5,5.75,15.5,13.0,6.25
chr19:13539409-13539410,64.5,41.75,2.75,10.25,15.5,5.75,15.5,13.0,6.25
chr19:13539426-13539427,64.5,41.75,2.75,10.25,15.5,5.75,15.5,13.0,6.25
chr19:13539434-13539435,64.5,41.75,2.75,10.25,15.5,5.75,15.5,13.0,6.25
chr19:13539445-13539446,63.4091,41.25,2.75,10.0909,15.4091,5.70455,15.2045,12.8409,6.20455
chr19:13539446-13539447,62.3182,40.75,2.75,9.93182,15.3182,5.65909,14.9091,12.6818,6.15909
chr19:13541934-13541935,49.0,61.25,1.5,7.25,16.0,1.5,8.25,4.25,3.5
chr19:13541935-13541936,49.0,61.25,1.5,7.25,16.0,1.5,8.25,4.25,3.5
chr19:13541952-13541953,68.0909,71.25,1.13636,8.159089999999999,16.9091,2.22727,8.977269999999999,3.70455,3.6818199999999996
chr19:13541971-13541972,75.25,75.0,1.0,8.5,17.25,2.5,9.25,3.5,3.75
chr19:13542059-13542060,75.25,80.0,0.5,10.25,12.25,4.5,8.5,3.5,5.75
chr19:13637552-13637553,56.2273,32.3864,0.136364,5.31818,9.61364,1.8863599999999998,6.56818,8.95455,4.09091
chr19:13637554-13637555,57.9091,32.7955,0.0454545,5.27273,9.70455,1.79545,6.52273,8.81818,4.36364
chr19:13637557-13637558,58.75,33.0,0.0,5.25,9.75,1.75,6.5,8.75,4.5
chr19:13648485-13648486,37.0,5.5,1.0,5.25,8.75,1.75,4.75,2.5,2.25
chr19:13648517-13648518,52.0,5.5,1.5,5.25,7.75,2.0,6.0,3.0,2.25
chr19:13649468-13649469,41.25,2.75,1.25,4.0,16.5,9.25,7.5,7.0,7.0
chr19:13649469-13649470,41.25,2.75,1.25,4.0,16.5,9.25,7.5,7.0,7.0
chr19:13649581-13649582,27.25,3.5,2.5,5.5,13.5,8.0,9.0,9.75,6.5
chr19:13694055-13694056,149.5,5.5,11.75,16.0,18.25,31.0,21.25,34.75,21.75
chr19:13694057-13694058,149.5,5.5,11.75,16.0,18.25,31.0,21.25,34.75,21.75
chr19:13694114-13694115,176.0,4.75,12.75,14.75,17.25,35.25,23.25,35.5,25.0
chr19:13694115-13694116,176.0,4.75,12.75,14.75,17.25,35.25,23.25,35.5,25.0
chr19:13694137-13694138,176.0,4.75,12.75,14.75,17.25,35.25,23.25,35.5,25.0
chr19:13694138-13694139,176.0,4.75,12.75,14.75,17.25,35.25,23.25,35.5,25.0
chr19:13694145-13694146,174.773,4.70455,12.5682,14.5682,17.0682,35.4318,23.2273,35.0909,25.4091
chr19:13694148-13694149,171.09099999999998,4.56818,12.0227,14.0227,16.5227,35.9773,23.1591,33.8636,26.6364
chr19:13694150-13694151,168.636,4.47727,11.6591,13.6591,16.1591,36.3409,23.1136,33.0455,27.4545
chr19:13694152-13694153,166.18200000000002,4.38636,11.2955,13.2955,15.7955,36.7045,23.0682,32.2273,28.2727
chr19:13694187-13694188,162.5,4.25,10.75,12.75,15.25,37.25,23.0,31.0,29.5
chr19:13700175-13700176,158.75,107.5,4.75,9.0,34.25,4.75,10.25,19.75,6.25
chr19:13700267-13700268,228.25,145.25,4.0,11.75,40.25,3.75,16.5,14.75,7.25
chr19:13700268-13700269,228.25,145.25,4.0,11.75,40.25,3.75,16.5,14.75,7.25
chr19:13700277-13700278,228.25,145.25,4.0,11.75,40.25,3.75,16.5,14.75,7.25
chr19:13700279-13700280,228.25,145.25,4.0,11.75,40.25,3.75,16.5,14.75,7.25
chr19:13802787-13802788,51.5,3.25,0.75,11.75,11.5,13.25,9.0,16.5,17.5
chr19:13802789-13802790,51.5,3.25,0.75,11.75,11.5,13.25,9.0,16.5,17.5
chr19:13802796-13802797,48.5455,3.29545,0.613636,11.8864,11.6364,13.3864,8.727269999999999,16.1364,17.5
chr19:13828253-13828254,888.3860000000001,63.6136,6.95455,38.2273,38.2955,89.7955,58.0227,64.7045,65.4773
chr19:13828255-13828256,947.25,65.75,7.5,39.5,39.25,93.25,59.25,67.25,67.75
chr19:13828290-13828291,947.25,65.75,7.5,39.5,39.25,93.25,59.25,67.25,67.75
chr19:13828291-13828292,947.25,65.75,7.5,39.5,39.25,93.25,59.25,67.25,67.75
chr19:13828292-13828293,947.25,65.75,7.5,39.5,39.25,93.25,59.25,67.25,67.75
chr19:13828293-13828294,947.25,65.75,7.5,39.5,39.25,93.25,59.25,67.25,67.75
chr19:13828294-13828295,947.25,65.75,7.5,39.5,39.25,93.25,59.25,67.25,67.75
chr19:13828300-13828301,1056.89,67.3864,8.04545,42.5,40.4773,100.75,60.4773,70.9318,70.3409
chr19:13828302-13828303,1093.43,67.9318,8.227269999999999,43.5,40.8864,103.25,60.8864,72.1591,71.2045
chr19:13830949-13830950,431.955,11.2955,6.45455,29.2273,25.8636,68.2273,83.5,62.5,38.5
chr19:13830952-13830953,399.977,11.7727,6.72727,27.8636,25.9318,63.8636,82.0,61.0,36.25
chr19:13832309-13832310,80.5,109.75,2.0,9.0,22.25,6.25,9.25,7.75,9.75
chr19:13832312-13832313,80.5,109.75,2.0,9.0,22.25,6.25,9.25,7.75,9.75
chr2:57724836-57724837,48.25,43.75,5.5,5.25,9.25,2.25,10.5,9.25,3.0
chr2:57724848-57724849,46.4318,44.2045,5.59091,4.79545,10.0682,2.43182,10.0455,9.06818,2.90909
chr2:57724857-57724858,43.25,45.0,5.75,4.0,11.5,2.75,9.25,8.75,2.75
chr2:57724858-57724859,43.25,45.0,5.75,4.0,11.5,2.75,9.25,8.75,2.75
chr2:57724859-57724860,43.25,45.0,5.75,4.0,11.5,2.75,9.25,8.75,2.75
chr2:57724861-57724862,43.25,45.0,5.75,4.0,11.5,2.75,9.25,8.75,2.75
chr2:57724862-57724863,43.25,45.0,5.75,4.0,11.5,2.75,9.25,8.75,2.75
chr2:57987102-57987103,290.795,73.9773,1.0,10.3864,21.6591,7.93182,15.8182,8.68182,4.04545
chr2:57987104-57987105,317.932,77.6591,1.0,10.7955,22.3864,7.97727,16.7727,9.227269999999999,4.18182
chr2:58004254-58004255,637.977,5.75,10.1591,119.273,18.1136,145.705,33.0,66.3182,61.5227
chr2:58004315-58004316,636.75,5.5,13.25,122.25,16.0,150.25,30.0,64.75,60.75
chr2:58004316-58004317,636.75,5.5,13.25,122.25,16.0,150.25,30.0,64.75,60.75
chr2:58004334-58004335,636.75,5.5,13.25,122.25,16.0,150.25,30.0,64.75,60.75
chr2:58004344-58004345,636.75,5.5,13.25,122.25,16.0,150.25,30.0,64.75,60.75
chr2:58004345-58004346,622.727,5.47727,13.0909,120.682,15.75,148.591,29.6364,63.8636,60.3864
chr2:58055420-58055421,28.25,1.5,3.0,1.75,6.25,2.0,2.0,0.0,0.5
chr2:58055464-58055465,36.5,1.5,3.25,3.25,5.5,3.5,2.0,0.25,0.5
chr2:58055474-58055475,36.5,1.5,3.25,3.25,5.5,3.5,2.0,0.25,0.5
chr2:58055475-58055476,36.5,1.5,3.25,3.25,5.5,3.5,2.0,0.25,0.5
chr2:58055532-58055533,39.0,2.75,3.0,5.0,6.25,4.75,2.0,0.75,0.5
chr2:58055544-58055545,39.0,2.75,3.0,5.0,6.25,4.75,2.0,0.75,0.5
chr2:58133479-58133480,125.0,92.25,0.5,8.25,16.5,10.5,19.75,9.25,9.25
chr2:58266383-58266384,47.75,4.0,1.0,12.0,8.5,8.25,3.25,7.0,3.5
chr2:58273832-58273833,1873.75,18.5,23.75,9.5,55.0,14.25,78.0,17.0,14.5
chr2:58273837-58273838,1873.75,18.5,23.75,9.5,55.0,14.25,78.0,17.0,14.5
chr2:58274155-58274156,616.75,17.75,5.0,15.5,52.75,8.5,46.0,10.25,12.25
chr2:58274178-58274179,616.75,17.75,5.0,15.5,52.75,8.5,46.0,10.25,12.25
chr2:58274179-58274180,616.75,17.75,5.0,15.5,52.75,8.5,46.0,10.25,12.25
chr2:58274223-58274224,682.75,14.0,9.0,14.0,53.25,8.75,43.0,10.5,9.25
chr2:58274228-58274229,682.75,14.0,9.0,14.0,53.25,8.75,43.0,10.5,9.25
chr2:58274229-58274230,682.75,14.0,9.0,14.0,53.25,8.75,43.0,10.5,9.25
chr2:58274259-58274260,749.25,12.25,12.0,12.0,53.25,9.0,40.75,11.0,6.75
chr2:58274260-58274261,749.25,12.25,12.0,12.0,53.25,9.0,40.75,11.0,6.75
chr2:58274351-58274352,795.273,9.86364,13.5909,11.1591,50.3636,8.86364,38.5227,13.3636,4.90909
chr2:58274352-58274353,794.705,9.772730000000001,13.5682,11.1818,50.0227,8.772730000000001,38.4545,13.5227,4.93182
chr2:58274499-58274500,705.909,11.7727,7.93182,12.6364,35.4545,6.27273,33.8864,16.8182,8.090910000000001
chr2:58274555-58274556,543.75,14.5,6.5,11.25,26.25,7.0,29.0,13.5,6.75
chr2:58274572-58274573,543.75,14.5,6.5,11.25,26.25,7.0,29.0,13.5,6.75
