0,55918e182827-Hudep2_ATAC,df556ca45528-Hudep2_D3_merged_CTCF.all,8ac5c2b6b652-Hudep2_BCL11A,d4479abb8c62-Hudep2_D0_GATA1.all,e75fff55b23d-HUDEP2_LRF_CHIP,6de19797ef29-Hudep2_D3_merged_GATA1.all,1a798ec730b0-Hudep2_D3_merged_KLF1.all,4c1a9aa91555-Hudep2_D3_merged_LDB1.all,f3f86258967b-Hudep2_D3_merged_TAL1.all
chr19:12997540-12997541,197.043,15.4891,6.63975,27.9705,111.444,71.5683,42.2733,26.4457,38.7764
chr19:12997560-12997561,198.53400000000002,15.0854,6.6087,27.2873,113.525,67.4068,41.2795,25.4519,35.795
chr19:12997564-12997565,198.832,15.0047,6.60248,27.1506,113.941,66.5745,41.0807,25.2531,35.1988
chr19:12997566-12997567,198.981,14.9643,6.59938,27.0823,114.149,66.1584,40.9814,25.1537,34.9006
chr19:12997612-12997613,192.537,14.5512,6.795030000000001,26.0559,122.104,60.263999999999996,39.2252,23.2624,30.6444
chr19:12997620-12997621,190.98,14.5062,6.84783,25.9348,123.61,59.5264,38.9689,22.9736,30.0963
chr19:12997623-12997624,190.481,14.5016,6.90839,25.8975,124.346,59.2702,38.8851,22.8245,29.8866
chr19:12997636-12997637,188.15400000000002,14.5186,7.18012,25.764,127.303,58.5885,38.6801,22.2717,29.2391
chr19:12997652-12997653,185.048,14.5932,7.52795,25.6398,130.607,58.3649,38.6553,21.7252,28.8168
chr19:12997660-12997661,183.495,14.6304,7.701860000000001,25.5776,132.259,58.2531,38.6429,21.4519,28.6056
chr19:12997664-12997665,182.71900000000002,14.6491,7.788819999999999,25.5466,133.085,58.1972,38.6366,21.3152,28.5
chr19:12997670-12997671,181.702,14.6988,7.93323,25.5233,134.425,58.1491,38.6522,21.1071,28.3463
chr19:12998016-12998017,1279.34,25.2143,49.9301,85.0109,312.385,220.233,80.9503,50.9441,67.045
chr19:12998053-12998054,1457.0,26.3851,61.1661,95.4783,336.80400000000003,256.138,87.8307,58.0388,79.1289
chr19:12998054-12998055,1460.86,26.4161,61.4379,95.7314,337.38199999999995,257.008,88.0,58.2096,79.4394
chr19:12998060-12998061,1484.0,26.6025,63.0683,97.25,340.848,262.225,89.0155,59.2345,81.3028
chr19:12998062-12998063,1491.71,26.6646,63.6118,97.7562,342.00300000000004,263.964,89.354,59.5761,81.9239
chr19:12998073-12998074,1526.34,26.9752,66.2469,100.634,348.481,273.67900000000003,91.2407,61.5233,85.7748
chr19:12998477-12998478,1331.36,33.9037,56.573,177.74099999999999,365.834,412.08099999999996,89.1071,129.47,225.166
chr19:13001714-13001715,2134.54,70.4829,734.722,28.646,64.5916,64.5248,273.10200000000003,26.1925,26.9488
chr19:13001758-13001759,2376.9,66.6304,840.025,30.0652,68.1863,68.6693,317.68,24.2422,25.9006
chr19:13001775-13001776,2454.82,64.691,862.8789999999999,30.514,69.6056,70.0575,333.085,23.5404,25.5047
chr19:13001824-13001825,2570.17,58.2112,835.168,31.2298,72.6491,72.5792,359.626,22.6801,24.8028
chr19:13001826-13001827,2572.37,57.882,831.618,31.2453,72.7205,72.6475,360.337,22.677,24.7624
chr19:13001840-13001841,2574.98,55.9969,797.7639999999999,31.2453,72.941,72.955,362.085,22.764,24.6506
chr19:13030109-13030110,971.5160000000001,26.9891,64.7484,24.0248,70.264,32.5699,217.612,24.4022,26.6273
chr19:13030117-13030118,1002.93,27.3866,67.5062,24.1366,70.82300000000001,32.868,222.283,24.6755,26.5528
chr19:13030243-13030244,1217.54,32.9177,78.0342,23.8463,73.2407,33.0171,226.47799999999998,26.1786,25.2267
chr19:13040976-13040977,100.301,10.6071,1.61335,4.90062,20.6646,1.0139799999999999,10.3587,5.4627300000000005,2.2795
chr19:13041038-13041039,115.734,13.2966,2.23913,4.709630000000001,21.5016,0.874224,8.61335,4.3028,2.3571400000000002
chr19:13041039-13041040,115.62100000000001,13.3121,2.24534,4.69255,21.5093,0.875776,8.577639999999999,4.288819999999999,2.3587
chr19:13043969-13043970,184.352,8.577639999999999,10.8075,8.56832,30.3556,16.2516,15.0963,11.2671,10.6227
chr19:13043980-13043981,190.98,8.62888,10.295,8.65373,31.2438,15.9953,15.8137,11.2158,10.8618
chr19:13044081-13044082,212.705,9.13509,7.790369999999999,11.1941,40.5295,11.0978,24.3929,11.1537,10.7873
chr19:13044099-13044100,211.252,9.246889999999999,7.73447,11.9488,42.2624,10.5109,26.1537,11.2935,10.6755
chr19:13048309-13048310,295.144,14.1786,5.5295,17.2547,198.079,23.4488,28.014,14.4177,14.1165
chr19:13048340-13048341,355.585,15.2624,7.90373,19.6786,216.826,26.9767,31.0761,14.4022,14.5078
chr19:13048813-13048814,2095.54,29.6506,149.241,35.045,244.87099999999998,85.7733,130.062,25.8463,37.7873
chr19:13048818-13048819,2132.3,29.6972,153.495,35.2391,244.002,86.8292,132.857,25.9317,37.896
chr19:13048872-13048873,2362.42,31.3898,198.12,37.6863,234.40200000000002,98.7189,169.83700000000002,28.7997,35.8649
chr19:13048929-13048930,2342.04,33.1925,225.003,40.0745,228.315,108.085,213.104,33.2143,33.1025
chr19:13048932-13048933,2333.1,33.2283,225.896,40.1134,228.233,108.382,215.516,33.4286,33.0466
chr19:13049140-13049141,1970.02,35.028,297.421,31.5606,207.359,86.1801,338.87,31.1118,40.955
chr19:13049213-13049214,2236.82,40.854,363.0,28.7888,198.28599999999997,73.6708,329.30300000000005,27.795,40.8898
chr19:13049216-13049217,2249.58,41.1196,365.776,28.6863,198.062,73.2143,328.53,27.7065,40.8152
chr19:13049220-13049221,2266.67,41.4845,369.35400000000004,28.5326,197.727,72.545,327.323,27.5963,40.6755
chr19:13049237-13049238,2332.04,43.0109,380.24699999999996,27.7593,196.16299999999998,69.1786,319.817,27.3463,39.5124
chr19:13049256-13049257,2391.96,44.4565,388.065,27.0512,194.953,65.8152,311.202,27.2578,38.1258
chr19:13049276-13049277,2441.77,46.0217,392.25199999999995,26.1972,193.495,61.8183,300.655,27.2733,36.5901
chr19:13049280-13049281,2446.81,46.3509,391.587,25.986,193.135,60.8494,297.997,27.3168,36.2547
chr19:13049290-13049291,2441.82,46.8478,386.665,25.5202,192.359,58.9394,292.376,27.5652,35.5248
chr19:13049340-13049341,2335.68,48.7127,345.087,23.2655,188.062,49.0637,262.079,29.0854,32.4193
chr19:13049676-13049677,259.149,62.1537,12.1165,14.6025,96.1941,22.1693,76.0,24.5901,18.8199
chr19:13049686-13049687,255.106,63.4488,11.5171,14.4348,93.8059,21.9488,73.2174,24.4255,18.8168
chr19:13049700-13049701,254.32299999999998,64.9922,10.8866,14.2609,91.4798,21.6661,70.1739,24.2298,19.0559
chr19:13049744-13049745,258.492,67.4689,9.12733,13.7453,84.1196,20.6972,60.8789,23.663,19.7516
chr19:13049779-13049780,269.866,66.2112,8.18012,13.4425,79.1894,19.9829,54.7764,23.4301,20.2329
chr19:13051579-13051580,112.48299999999999,5.0823,2.24845,25.3866,17.7562,21.5978,13.3168,8.29658,3.4316800000000005
chr19:13051594-13051595,110.146,5.3323,2.25,25.9037,17.3043,21.4658,13.2888,8.3882,3.4006199999999995
chr19:13051596-13051597,109.811,5.36646,2.25,25.9689,17.2453,21.4472,13.2857,8.40062,3.3975199999999997
chr19:13051597-13051598,109.64299999999999,5.38354,2.25,26.0016,17.2158,21.4379,13.2842,8.406830000000001,3.3959599999999996
chr19:13051671-13051672,85.1941,7.291930000000001,2.18168,26.1429,15.2469,19.4239,12.9146,8.79658,3.4922400000000002
chr19:13051672-13051673,84.7345,7.32919,2.18634,26.0978,15.2205,19.3696,12.9022,8.79814,3.49689
chr19:13051681-13051682,80.6646,7.65839,2.2282599999999997,25.6786,14.9984,18.882,12.7888,8.81056,3.53882
chr19:13056578-13056579,1109.08,47.9612,104.882,47.6863,126.34899999999999,149.697,302.127,24.0901,24.1724
chr19:13056602-13056603,1154.08,47.6693,112.525,45.6273,134.10399999999998,143.753,297.693,25.1335,25.604
chr19:13057037-13057038,687.582,29.8043,10.8323,17.0823,178.505,30.604,102.689,33.4798,23.3913
chr19:13057039-13057040,689.9639999999999,29.8571,10.9255,17.0388,178.092,30.5916,102.49700000000001,33.4488,23.3075
chr19:13057311-13057312,177.896,18.6398,8.2795,19.6988,74.8618,16.3789,48.3758,26.9829,17.2981
chr19:13057322-13057323,159.713,18.1196,7.885089999999999,20.0202,72.4643,15.8913,47.2671,27.0885,17.5217
chr19:13057323-13057324,158.033,18.0745,7.84472,20.0404,72.2283,15.8447,47.146,27.0947,17.5342
chr19:13057324-13057325,156.352,18.0295,7.80435,20.0606,71.9922,15.7981,47.0248,27.1009,17.5466
chr19:13057325-13057326,154.672,17.9845,7.76398,20.0807,71.7562,15.7516,46.9037,27.1071,17.559
chr19:13057326-13057327,152.99200000000002,17.9394,7.7236,20.1009,71.5202,15.705,46.7826,27.1134,17.5714
chr19:13057328-13057329,149.632,17.8494,7.642860000000001,20.1413,71.0481,15.6118,46.5404,27.1258,17.5963
chr19:13057332-13057333,144.97,17.722,7.50311,20.191,70.3401,15.4658,46.1584,27.1444,17.6366
chr19:13058793-13058794,1052.09,24.1941,47.2717,94.7252,99.1879,223.497,211.649,63.2935,91.8556
chr19:13058973-13058974,1822.49,29.3773,57.0745,113.32799999999999,109.573,288.35900000000004,285.862,89.3789,107.306
chr19:13058974-13058975,1818.59,29.3789,56.7422,112.978,109.54799999999999,287.809,285.168,89.1227,107.137
chr19:13058985-13058986,1769.07,29.3882,53.0947,108.98,109.306,281.289,276.935,86.0171,105.15799999999999
chr19:13067004-13067005,167.236,15.9053,8.090060000000001,20.7764,30.5559,23.0963,12.6941,13.632,10.455
chr19:13067047-13067048,185.03900000000002,16.823,8.36025,21.3556,32.5823,24.0621,13.472000000000001,15.045,11.1335
chr19:13067058-13067059,187.106,16.9767,8.257760000000001,21.4239,33.146,24.0963,13.7453,15.472000000000001,11.3043
chr19:13067080-13067081,188.352,17.3354,7.864910000000001,21.3727,34.4612,23.8059,14.4457,16.4627,11.6289
chr19:13067084-13067085,187.03599999999997,17.3789,7.72205,21.2981,34.7158,23.631999999999998,14.5823,16.618,11.6724
chr19:13076276-13076277,699.189,392.88699999999994,7.635089999999999,21.7298,141.688,36.7842,78.0652,34.1894,32.7298
chr19:13076316-13076317,776.86,424.595,6.560560000000001,22.6056,150.07299999999998,42.7717,81.2329,36.295,34.6801
chr19:13076355-13076356,780.4019999999999,428.95,5.27329,22.1444,153.494,45.8665,80.3851,36.8804,34.7174
chr19:13076362-13076363,777.413,428.385,5.045030000000001,22.0031,153.885,46.2469,80.0373,36.9022,34.6087
chr19:13076373-13076374,769.803,425.64599999999996,4.704969999999999,21.6879,153.991,46.7391,79.1925,36.868,34.3571
chr19:13076391-13076392,739.3739999999999,412.379,4.2872699999999995,20.7857,151.817,46.6273,76.5807,36.3944,33.5776
chr19:13076392-13076393,737.3430000000001,411.519,4.26708,20.7314,151.665,46.5994,76.4224,36.3602,33.5295
chr19:13076393-13076394,735.312,410.658,4.2468900000000005,20.677,151.512,46.5714,76.264,36.3261,33.4814
chr19:13076528-13076529,475.769,247.028,4.49845,14.1599,118.3,41.2158,52.677,30.3276,32.4363
chr19:13076610-13076611,374.85400000000004,171.25799999999998,5.53106,15.1056,105.34899999999999,37.3602,43.722,27.6863,33.6071
chr19:13076642-13076643,319.466,145.967,5.3882,15.7733,99.2298,33.528,40.1941,26.191,32.0171
chr19:13088775-13088776,421.18199999999996,207.33900000000003,9.96273,12.4068,58.4845,11.8649,25.5528,15.4907,9.97516
chr19:13088777-13088778,426.79699999999997,209.68599999999998,10.087,12.4814,58.8323,12.045,25.6584,15.5186,10.1149
chr19:13088783-13088784,440.846,215.761,10.3991,12.6724,59.7081,12.5155,25.9332,15.5792,10.4876
chr19:13088791-13088792,455.852,222.56799999999998,10.7345,12.8835,60.6522,13.0497,26.2438,15.6289,10.9224
chr19:13088844-13088845,525.38,259.551,12.6009,14.0699,66.014,15.8944,27.6351,15.4736,13.2609
chr19:13088846-13088847,525.911,260.272,12.6413,14.0947,66.1444,15.940999999999999,27.6444,15.4363,13.3043
chr19:13088889-13088890,513.295,266.964,13.3245,14.5109,67.75,16.295,27.3043,14.3556,13.6739
chr19:13094508-13094509,383.244,280.997,4.59317,14.1351,129.627,17.3276,77.9689,22.6801,14.9037
chr19:13094539-13094540,380.16,311.323,4.17702,13.309000000000001,139.488,16.6335,77.8835,23.6568,15.5839
chr19:13094581-13094582,341.20300000000003,329.55,3.62888,11.9193,147.672,15.0264,74.3292,23.9922,15.5932
chr19:13094594-13094595,322.349,325.755,3.5077599999999998,11.5155,147.733,14.440999999999999,72.5326,23.6289,15.3307
chr19:13094596-13094597,319.449,325.171,3.4891300000000003,11.4534,147.74200000000002,14.3509,72.2562,23.573,15.2904
chr19:13140915-13140916,116.023,99.104,3.52484,8.23758,27.8742,9.80901,15.8261,7.01242,6.1941
chr19:13140917-13140918,117.11,99.8898,3.45963,8.29658,27.9208,9.87112,15.8447,7.02795,6.209630000000001
chr19:13140918-13140919,117.654,100.28299999999999,3.4270199999999997,8.326089999999999,27.9441,9.90217,15.854000000000001,7.035710000000001,6.21739
chr19:13140924-13140925,120.50299999999999,102.461,3.20031,8.510869999999999,27.9907,10.0186,15.8168,7.09006,6.23292
chr19:13144297-13144298,155.256,48.1102,4.13975,11.4953,27.3898,13.3106,14.3385,9.96273,6.8959600000000005
chr19:13145051-13145052,485.332,132.469,11.9674,8.091610000000001,47.2764,11.1134,27.7283,15.2811,7.84783
chr19:13145143-13145144,636.452,126.944,15.0528,10.6693,42.7065,11.1335,31.7764,16.0295,6.56677
chr19:13163338-13163339,88.4457,6.09317,1.59627,4.35714,19.5559,8.46429,11.2904,6.10248,3.6242199999999998
chr19:13163348-13163349,94.8432,5.90683,1.56522,4.59006,19.5714,8.60404,11.1351,6.13354,3.74845
chr19:13163350-13163351,96.1227,5.8695699999999995,1.55901,4.63665,19.5745,8.63199,11.104000000000001,6.13975,3.7732900000000003
chr19:13163366-13163367,106.359,5.57143,1.50932,5.00932,19.5994,8.85559,10.8556,6.18944,3.97205
chr19:13163370-13163371,108.898,5.49379,1.49224,5.10404,19.5885,8.913039999999999,10.7997,6.19876,4.02329
chr19:13172036-13172037,144.165,40.6988,7.65373,9.7764,79.2547,11.882,23.8199,12.9022,11.1196
chr19:13172108-13172109,179.851,62.1848,12.382,10.9674,88.4239,13.3649,27.2748,13.587,11.8975
chr19:13172366-13172367,629.14,164.998,12.4115,15.4891,92.0155,11.0621,33.132,16.0714,12.3727
chr19:13172406-13172407,598.803,162.564,10.5078,15.7158,86.2391,11.2795,30.7919,15.3385,12.2795
chr19:13172427-13172428,564.362,157.84799999999998,9.4177,15.6661,81.9658,11.295,29.3463,14.8898,12.0745
chr19:13172431-13172432,554.045,156.3,9.18478,15.6351,80.8649,11.2717,29.0311,14.8028,12.0016
chr19:13173287-13173288,24.9161,6.3059,6.35404,6.80435,19.4674,6.10404,9.64441,6.84938,5.48292
chr19:13173296-13173297,25.0419,6.38975,6.40994,6.706519999999999,19.5932,5.99224,9.63043,6.82143,5.42702
chr19:13173297-13173298,25.0559,6.39907,6.41615,6.69565,19.6071,5.97981,9.62888,6.81832,5.4208099999999995
chr19:13173300-13173301,25.0978,6.42702,6.43478,6.66304,19.6491,5.94255,9.62422,6.809010000000001,5.40217
chr19:13173301-13173302,25.1118,6.43634,6.44099,6.65217,19.663,5.93012,9.62267,6.8059,5.39596
chr19:13173303-13173304,25.1398,6.454969999999999,6.4534199999999995,6.6304300000000005,19.691,5.90528,9.61957,6.799689999999999,5.38354
chr19:13173312-13173313,25.2655,6.538819999999999,6.50932,6.53261,19.8168,5.793480000000001,9.60559,6.771739999999999,5.32764
chr19:13180522-13180523,2152.53,34.5528,187.888,236.452,190.34900000000002,497.80699999999996,133.575,174.61,279.98
chr19:13180532-13180533,2203.31,35.2112,198.422,249.505,195.06099999999998,524.5840000000001,139.189,186.75,292.03
chr19:13180585-13180586,2297.07,36.8323,232.975,300.925,212.894,627.34,160.50799999999998,236.798,332.031
chr19:13180592-13180593,2285.62,36.7888,233.562,304.665,214.13400000000001,635.5790000000001,162.138,240.613,334.064
chr19:13180963-13180964,878.2589999999999,37.2686,28.927,73.8292,101.50299999999999,151.102,68.4736,41.8339,82.7655
chr19:13180964-13180965,878.0980000000001,37.2904,28.8742,73.3649,101.31700000000001,150.12,68.2205,41.5404,82.3773
chr19:13180967-13180968,877.613,37.3556,28.7158,71.972,100.758,147.171,67.4612,40.6599,81.2127
chr19:13183485-13183486,104.915,16.4394,3.44255,5.3354,27.5543,5.15062,10.0668,7.0201899999999995,4.956519999999999
chr19:13183486-13183487,105.616,16.4953,3.45186,5.3369599999999995,27.5357,5.15839,10.0699,7.01553,4.9705
chr19:13183614-13183615,141.076,20.0559,3.92081,4.84006,26.205,4.53261,10.6134,6.454969999999999,8.077639999999999
chr19:13183616-13183617,140.582,20.0373,3.9146,4.82453,26.1988,4.49845,10.6165,6.44876,8.13354
chr19:13188289-13188290,857.908,31.0078,17.0124,82.0,124.323,242.995,80.1398,72.3043,94.0637
chr19:13190468-13190469,1057.36,37.6537,12.6724,21.736,87.5435,38.0792,69.4891,18.8152,17.5047
chr19:13190470-13190471,1063.06,37.6009,12.6801,21.6429,87.6832,37.9084,69.5668,18.7826,17.5388
chr19:13190473-13190474,1070.46,37.4891,12.6755,21.4845,87.8463,37.5916,69.646,18.7267,17.5714
chr19:13190490-13190491,1095.06,36.6693,12.6491,20.6801,88.118,35.8587,69.5823,18.3789,17.6165
chr19:13190513-13190514,1111.92,35.3835,12.6134,19.6801,87.868,33.573,69.0109,17.8789,17.545
chr19:13190672-13190673,735.29,27.6335,13.5186,15.7888,65.4534,20.1196,59.9705,15.3307,17.4115
chr19:13190693-13190694,690.797,26.3525,13.2966,15.5435,62.323,19.073,58.663000000000004,15.4193,17.9938
chr19:13193359-13193360,182.13,50.4876,1.8276400000000002,5.8788800000000005,20.9146,3.41304,14.6755,14.2547,7.34317
chr19:13193367-13193368,186.453,51.9783,1.8276400000000002,5.81677,21.337,3.52484,14.5761,14.4037,7.33075
chr19:13193376-13193377,189.49099999999999,53.427,1.90373,5.72516,21.8882,3.6506199999999995,14.4643,14.5606,7.24068
chr19:13200136-13200137,256.183,60.2484,0.5729810000000001,4.35093,28.9736,4.48137,10.7484,7.06522,5.754659999999999
chr19:13200139-13200140,259.668,60.691,0.60559,4.3323,28.8991,4.46739,10.7345,7.10248,5.85714
chr19:13200140-13200141,260.829,60.8385,0.61646,4.32609,28.8742,4.4627300000000005,10.7298,7.114910000000001,5.8913
chr19:13200176-13200177,299.86,65.7469,1.0295,4.08075,27.8385,4.22981,10.4969,7.5621100000000006,7.11025
chr19:13200195-13200196,305.129,66.1537,1.2717399999999999,3.9736,27.0761,3.9177,10.2081,7.68168,7.49689
chr19:13200225-13200226,306.256,65.7624,1.64441,3.8152199999999996,25.8835,3.37733,9.742239999999999,7.8121100000000006,7.93478
chr19:13200234-13200235,300.77299999999997,64.8401,1.73758,3.75155,25.5109,3.18168,9.6087,7.83385,7.92702
chr19:13200235-13200236,299.905,64.7065,1.7453400000000001,3.74534,25.471999999999998,3.15994,9.59472,7.8354,7.91925
chr19:13204791-13204792,850.039,217.012,8.156830000000001,15.4177,149.748,16.9224,33.9829,17.7748,17.2034
chr19:13204798-13204799,852.0169999999999,216.708,8.10248,15.6242,149.792,16.9767,34.0047,17.8292,17.0186
chr19:13207191-13207192,568.07,39.5217,19.7189,9.62112,116.95700000000001,10.163,43.3121,14.2981,11.7298
chr19:13207196-13207197,580.539,40.4068,20.1537,9.62112,118.22200000000001,10.1941,43.513999999999996,14.3991,11.8152
chr19:13207224-13207225,647.57,45.3323,22.4565,9.59783,125.325,10.337,44.722,14.9488,12.3012
chr19:13207225-13207226,649.505,45.5031,22.5171,9.593169999999999,125.581,10.337,44.778,14.9658,12.3199
chr19:13207274-13207275,687.207,51.028,23.6584,9.09938,134.885,10.0481,46.8494,15.6056,13.059000000000001
chr19:13207278-13207279,686.132,51.2764,23.6025,9.06211,135.58700000000002,10.0109,47.0233,15.6615,13.1398
chr19:13207290-13207291,674.1510000000001,51.2764,22.9689,8.95031,136.575,9.86801,47.4208,15.7516,13.3043
chr19:13207291-13207292,673.0060000000001,51.263999999999996,22.9084,8.94099,136.638,9.85559,47.4519,15.7578,13.3168
chr19:13207292-13207293,671.862,51.2516,22.8478,8.93168,136.702,9.843169999999999,47.4829,15.764000000000001,13.3292
chr19:13207293-13207294,670.717,51.2391,22.7873,8.922360000000001,136.766,9.83075,47.513999999999996,15.7702,13.3416
chr19:13207295-13207296,668.429,51.2143,22.6661,8.90373,136.893,9.8059,47.5761,15.7826,13.3665
chr19:13207668-13207669,211.208,20.3152,7.01398,7.99689,98.2469,9.08385,33.6056,10.3727,12.9767
chr19:13207709-13207710,168.92700000000002,20.2733,6.8788800000000005,7.92236,90.4953,8.25155,29.8913,11.2267,13.4907
chr19:13207712-13207713,165.955,20.2919,6.8788800000000005,7.92236,89.9783,8.19099,29.6351,11.3012,13.5326
chr19:13207725-13207726,151.613,20.4658,6.9534199999999995,7.90373,87.5419,7.975160000000001,28.4224,11.7174,13.705
chr19:13207726-13207727,150.379,20.4876,6.965839999999999,7.90062,87.337,7.9627300000000005,28.3199,11.7578,13.7174
chr19:13207729-13207730,146.675,20.5528,7.00311,7.8913,86.72200000000001,7.92547,28.0124,11.8789,13.7547
chr19:13207913-13207914,54.3913,22.4472,10.2484,7.07143,68.455,11.7702,20.7298,17.2578,12.4503
chr19:13207923-13207924,54.4534,21.9689,10.2516,6.99068,67.4891,11.8913,20.7919,17.2453,12.1739
chr19:13207924-13207925,54.455,21.9099,10.2453,6.9798100000000005,67.3711,11.895999999999999,20.7981,17.2376,12.1444
chr19:13207967-13207968,55.9006,19.2578,9.74845,6.51242,62.6413,11.5792,21.3525,16.6739,10.8758
chr19:13207988-13207989,54.2003,17.9503,9.26398,6.25,60.1149,11.1366,21.5202,16.1444,10.2888
chr19:13208039-13208040,46.5994,15.5186,7.88975,5.754659999999999,55.3944,9.62267,21.4565,14.4224,9.33075
chr19:13208836-13208837,1054.47,21.3758,24.8214,16.146,224.56099999999998,17.2345,82.1863,18.9938,19.0217
chr19:13212196-13212197,228.803,86.5217,4.27019,8.88975,160.933,8.40062,28.3789,13.690999999999999,8.52329
chr19:13212204-13212205,235.61,89.2547,4.43168,9.06366,161.915,8.54969,28.764,13.777999999999999,8.93323
chr19:13212206-13212207,237.312,89.9379,4.47205,9.10714,162.16,8.586960000000001,28.8602,13.7997,9.03571
chr19:13212207-13212208,238.16299999999998,90.2795,4.49224,9.12888,162.283,8.60559,28.9084,13.8106,9.086960000000001
chr19:13212252-13212253,257.427,102.236,5.2127300000000005,9.88509,162.183,9.81988,30.9379,13.6848,10.8975
chr19:13212447-13212448,115.991,73.9876,7.2872699999999995,9.990680000000001,115.539,11.6863,29.7112,9.996889999999999,12.8028
chr19:13212448-13212449,115.447,73.6972,7.2965800000000005,9.98758,115.337,11.6739,29.6646,9.98602,12.8075
chr19:13212456-13212457,111.09899999999999,71.3742,7.3711199999999995,9.96273,113.72200000000001,11.5745,29.2919,9.89907,12.8447
chr19:13212463-13212464,107.295,69.3416,7.4363399999999995,9.94099,112.309,11.4876,28.9658,9.822980000000001,12.8773
chr19:13212464-13212465,106.75200000000001,69.0512,7.44565,9.93789,112.10700000000001,11.4752,28.9193,9.81211,12.882
chr19:13212480-13212481,96.7407,63.6366,7.49224,9.87112,108.057,11.1568,28.0373,9.65528,12.8711
chr19:13212485-13212486,94.7065,62.3944,7.461180000000001,9.8323,107.079,11.0714,27.8199,9.62422,12.8401
chr19:13212500-13212501,88.604,58.6677,7.368010000000001,9.71584,104.14399999999999,10.8152,27.1677,9.53106,12.7469
chr19:13212501-13212502,88.1972,58.4193,7.3618,9.70807,103.949,10.7981,27.1242,9.52484,12.7407
chr19:13212509-13212510,84.9425,56.4317,7.3121100000000006,9.64596,102.384,10.6615,26.7764,9.47516,12.690999999999999
chr19:13212551-13212552,69.146,46.1941,6.58851,9.46739,94.1165,9.68012,24.8944,9.576089999999999,12.145999999999999
chr19:13212556-13212557,67.663,45.1615,6.47981,9.45963,93.2158,9.54814,24.7003,9.61491,12.0839
chr19:13212557-13212558,67.3665,44.955,6.458069999999999,9.45807,93.0357,9.52174,24.6615,9.62267,12.0714
chr19:13213615-13213616,2370.07,53.4736,92.8199,377.884,225.71900000000002,903.716,230.551,205.798,507.095
chr19:13213653-13213654,2407.57,52.9674,96.3571,417.98,249.81099999999998,988.3739999999999,244.391,233.739,541.845
chr19:13213679-13213680,2405.81,51.8649,96.4876,434.97,266.873,1024.27,250.882,247.00900000000001,553.46
chr19:13213683-13213684,2400.03,51.5171,95.9488,434.879,269.3,1024.16,251.09599999999998,247.433,552.467
chr19:13213726-13213727,2315.1,47.2189,87.8214,423.964,293.47700000000003,1000.92,250.076,245.843,531.309
chr19:13215294-13215295,240.655,52.4394,8.341610000000001,14.4922,99.3012,6.6459600000000005,28.7019,12.337,16.8634
chr19:13215344-13215345,294.894,71.7174,9.45342,15.5528,112.73299999999999,6.6677,33.8416,14.277999999999999,17.4224
chr19:13215355-13215356,306.509,76.5683,9.675469999999999,15.7919,116.166,6.7872699999999995,35.1056,14.8245,17.4565
chr19:13215356-13215357,307.565,77.0093,9.69565,15.8137,116.478,6.798139999999999,35.2205,14.8742,17.4596
chr19:13215469-13215470,409.01199999999994,134.924,10.2329,17.8028,151.82299999999998,10.3478,45.7733,19.5543,16.3789
chr19:13215480-13215481,410.413,139.45,10.1134,17.7686,152.882,10.7748,46.0124,19.6056,16.1227
chr19:13215481-13215482,410.14,139.661,10.0932,17.7578,152.835,10.795,45.9876,19.5885,16.0932
chr19:13229740-13229741,224.73,8.1677,8.93789,12.472000000000001,72.6025,5.2236,24.9006,12.5901,5.5854
chr19:13229768-13229769,234.512,8.08075,9.41615,12.9503,76.3416,5.2236,23.1615,13.9379,4.97671
chr19:13229801-13229802,224.144,7.7965800000000005,9.1413,12.6739,80.1832,5.45186,20.9239,15.2174,4.73602
chr19:13243426-13243427,428.337,11.7112,29.3354,18.5202,34.8028,20.0637,27.5854,12.6599,9.43012
chr19:13243433-13243434,451.02,11.7857,30.7748,18.7143,34.9907,20.7329,28.0652,12.6149,9.44876
chr19:13243435-13243436,456.958,11.7981,31.1382,18.7484,35.0248,20.8975,28.1739,12.5932,9.44876
chr19:13243436-13243437,459.92699999999996,11.8043,31.3199,18.7655,35.0419,20.9798,28.2283,12.5823,9.44876
chr19:13243463-13243464,540.089,11.972000000000001,36.2252,19.2267,35.5031,23.2019,29.6957,12.2888,9.44876
chr19:13243473-13243474,568.846,12.0404,37.9984,19.3727,35.6366,24.1366,30.2019,12.1553,9.43634
chr19:13243480-13243481,587.998,12.0947,39.1941,19.4488,35.691,24.9084,30.5171,12.0357,9.4146
chr19:13243496-13243497,612.048,12.1196,40.809,19.4488,35.5171,26.1258,30.7407,11.7624,9.29037
chr19:13243512-13243513,636.0980000000001,12.1444,42.4239,19.4488,35.3432,27.3432,30.9643,11.4891,9.16615
chr19:13243513-13243514,637.601,12.145999999999999,42.5248,19.4488,35.3323,27.4193,30.9783,11.472000000000001,9.158389999999999
chr19:13243521-13243522,647.154,12.1522,43.2298,19.4239,35.2112,28.0248,31.0621,11.3447,9.09938
chr19:13243524-13243525,647.955,12.1475,43.3789,19.3866,35.1273,28.2484,31.0621,11.3075,9.08075
chr19:13264517-13264518,290.84,51.4984,6.975160000000001,11.868,79.5264,10.527999999999999,38.2562,20.7143,11.6304
chr19:13264535-13264536,287.144,50.7034,6.76708,11.9193,78.9425,10.645999999999999,36.9907,20.8866,11.3696
