0,594de8aa9916-1440317_H3K27ac_H2_D3.all,2554e780890f-Hudep2_ATAC,386b0c66251a-1686607_H2_ABEmax_RNAseq.all,2d9f1defe4bb-Hudep2_D3_merged_CTCF.all,a0f43898fc2d-Hudep2_BCL11A,c79328695482-1440315_H3K27me3_H2_D3.all,e53295538398-Hudep2_D0_GATA1.all,7b6873b68cb9-HUDEP2_LRF_CHIP,deaf983df0e4-1788283_H2_ABEmax.all,1c89a6d12c06-Hudep2_D3_merged_GATA1.all,673b219e61ad-Hudep2_D3_merged_KLF1.all,fc063a463470-1440311_H3K9me3_H2_D3.all,a3d47fe12b92-Hudep2_D3_merged_LDB1.all,04df099ccd9f-1440307_H3K4me1_H2_D3.all,da6f2ed3d4b1-Hudep2_D3_merged_TAL1.all,6b60ef98ce9a-1440313_H3K9ac_H2_D3.all,671a7a45c611-1440319_H3K36me3_H2_D3.all,82e095a3625f-1440309_H3K4me3_H2_D3.all,#HiChIP_degree
chr11:5186408-5186409,2.0,2.5,0.0,4.0,0.0,0.5,6.5,9.75,0.0,10.0,2.25,1.5,2.25,2.25,6.25,2.25,1.0,0.25,0.0
chr11:5186409-5186410,2.0,2.5,0.0,4.0,0.0,0.5,6.5,9.75,0.0,10.0,2.25,1.5,2.25,2.25,6.25,2.25,1.0,0.25,0.0
chr11:5186412-5186413,2.0,2.5,0.0,4.0,0.0,0.5,6.5,9.75,0.0,10.0,2.25,1.5,2.25,2.25,6.25,2.25,1.0,0.25,0.0
chr11:5186416-5186417,2.0,2.5,0.0,4.0,0.0,0.5,6.5,9.75,0.0,10.0,2.25,1.5,2.25,2.25,6.25,2.25,1.0,0.25,0.0
chr11:5186417-5186418,2.0,2.5,0.0,4.0,0.0,0.5,6.5,9.75,0.0,10.0,2.25,1.5,2.25,2.25,6.25,2.25,1.0,0.25,0.0
chr11:5186423-5186424,2.0,2.5,0.0,4.0,0.0,0.5,6.5,9.75,0.0,10.0,2.25,1.5,2.25,2.25,6.25,2.25,1.0,0.25,0.0
chr11:5186425-5186426,2.0,2.5,0.0,4.0,0.0,0.5,6.5,9.75,0.0,10.0,2.25,1.5,2.25,2.25,6.25,2.25,1.0,0.25,0.0
chr11:5186427-5186428,2.0,2.5,0.0,4.0,0.0,0.5,6.5,9.75,0.0,10.0,2.25,1.5,2.25,2.25,6.25,2.25,1.0,0.25,0.0
chr11:5186429-5186430,2.0,2.5,0.0,4.0,0.0,0.5,6.5,9.75,0.0,10.0,2.25,1.5,2.25,2.25,6.25,2.25,1.0,0.25,0.0
chr11:5186433-5186434,2.0,2.5,0.0,4.0,0.0,0.5,6.5,9.75,0.0,10.0,2.25,1.5,2.25,2.25,6.25,2.25,1.0,0.25,0.0
chr11:5186435-5186436,2.0,2.5,0.0,4.0,0.0,0.5,6.5,9.75,0.0,10.0,2.25,1.5,2.25,2.25,6.25,2.25,1.0,0.25,0.0
chr11:5186437-5186438,2.0,2.5,0.0,4.0,0.0,0.5,6.5,9.75,0.0,10.0,2.25,1.5,2.25,2.25,6.25,2.25,1.0,0.25,0.0
chr11:5186438-5186439,2.0,2.5,0.0,4.0,0.0,0.5,6.5,9.75,0.0,10.0,2.25,1.5,2.25,2.25,6.25,2.25,1.0,0.25,0.0
chr11:5226182-5226183,7.0,226.25,1.25,98.0,41.5,2.75,8.5,24.5,0.0,5.5,19.75,2.0,10.75,10.0,6.75,3.0,3.0,3.5,24.0
chr11:5226184-5226185,7.0,226.25,1.25,98.0,41.5,2.75,8.5,24.5,0.0,5.5,19.75,2.0,10.75,10.0,6.75,3.0,3.0,3.5,24.0
chr11:5226185-5226186,7.0,226.25,1.25,98.0,41.5,2.75,8.5,24.5,0.0,5.5,19.75,2.0,10.75,10.0,6.75,3.0,3.0,3.5,24.0
chr11:5226186-5226187,7.0,226.25,1.25,98.0,41.5,2.75,8.5,24.5,0.0,5.5,19.75,2.0,10.75,10.0,6.75,3.0,3.0,3.5,24.0
chr11:5226187-5226188,7.0,226.25,1.25,98.0,41.5,2.75,8.5,24.5,0.0,5.5,19.75,2.0,10.75,10.0,6.75,3.0,3.0,3.5,24.0
chr11:5226189-5226190,7.0,226.25,1.25,98.0,41.5,2.75,8.5,24.5,0.0,5.5,19.75,2.0,10.75,10.0,6.75,3.0,3.0,3.5,24.0
chr11:5226205-5226206,7.5,379.0,0.75,104.5,52.5,3.75,9.25,24.75,0.0,4.0,19.75,1.5,10.25,11.25,9.0,2.0,3.75,5.0,24.0
chr11:5226212-5226213,7.5,379.0,0.75,104.5,52.5,3.75,9.25,24.75,0.0,4.0,19.75,1.5,10.25,11.25,9.0,2.0,3.75,5.0,24.0
chr11:5226215-5226216,7.5,379.0,0.75,104.5,52.5,3.75,9.25,24.75,0.0,4.0,19.75,1.5,10.25,11.25,9.0,2.0,3.75,5.0,24.0
chr11:5226216-5226217,7.5,379.0,0.75,104.5,52.5,3.75,9.25,24.75,0.0,4.0,19.75,1.5,10.25,11.25,9.0,2.0,3.75,5.0,24.0
chr11:5226239-5226240,7.5,379.0,0.75,104.5,52.5,3.75,9.25,24.75,0.0,4.0,19.75,1.5,10.25,11.25,9.0,2.0,3.75,5.0,24.0
chr11:5226241-5226242,7.5,379.0,0.75,104.5,52.5,3.75,9.25,24.75,0.0,4.0,19.75,1.5,10.25,11.25,9.0,2.0,3.75,5.0,24.0
chr11:5226242-5226243,7.5,379.0,0.75,104.5,52.5,3.75,9.25,24.75,0.0,4.0,19.75,1.5,10.25,11.25,9.0,2.0,3.75,5.0,24.0
chr11:5226244-5226245,7.5,379.0,0.75,104.5,52.5,3.75,9.25,24.75,0.0,4.0,19.75,1.5,10.25,11.25,9.0,2.0,3.75,5.0,24.0
chr11:5226246-5226247,7.590910000000001,394.409,0.704545,103.5,53.0909,3.75,9.25,24.4773,0.0,4.04545,19.7955,1.54545,9.97727,11.2045,8.86364,2.09091,3.84091,5.31818,24.0
chr11:5226249-5226250,7.72727,417.523,0.636364,102.0,53.9773,3.75,9.25,24.0682,0.0,4.11364,19.8636,1.61364,9.56818,11.1364,8.659089999999999,2.22727,3.97727,5.79545,24.0
chr11:5226253-5226254,7.909089999999999,448.341,0.545455,100.0,55.1591,3.75,9.25,23.5227,0.0,4.20455,19.9545,1.70455,9.02273,11.0455,8.38636,2.40909,4.15909,6.43182,24.0
chr11:5226261-5226262,8.0,463.75,0.5,99.0,55.75,3.75,9.25,23.25,0.0,4.25,20.0,1.75,8.75,11.0,8.25,2.5,4.25,6.75,0.0
chr11:5226270-5226271,8.0,463.75,0.5,99.0,55.75,3.75,9.25,23.25,0.0,4.25,20.0,1.75,8.75,11.0,8.25,2.5,4.25,6.75,0.0
chr11:5226275-5226276,8.0,463.75,0.5,99.0,55.75,3.75,9.25,23.25,0.0,4.25,20.0,1.75,8.75,11.0,8.25,2.5,4.25,6.75,0.0
chr11:5226276-5226277,8.0,463.75,0.5,99.0,55.75,3.75,9.25,23.25,0.0,4.25,20.0,1.75,8.75,11.0,8.25,2.5,4.25,6.75,0.0
chr11:5226285-5226286,8.0,463.75,0.5,99.0,55.75,3.75,9.25,23.25,0.0,4.25,20.0,1.75,8.75,11.0,8.25,2.5,4.25,6.75,0.0
chr11:5226293-5226294,8.0,463.75,0.5,99.0,55.75,3.75,9.25,23.25,0.0,4.25,20.0,1.75,8.75,11.0,8.25,2.5,4.25,6.75,0.0
chr11:5226294-5226295,8.0,463.75,0.5,99.0,55.75,3.75,9.25,23.25,0.0,4.25,20.0,1.75,8.75,11.0,8.25,2.5,4.25,6.75,0.0
chr11:5226296-5226297,8.13636,458.75,0.545455,95.5455,53.75,3.61364,9.11364,22.7045,0.0,4.38636,19.5909,1.79545,8.56818,10.7273,8.159089999999999,2.59091,4.06818,7.06818,0.0
chr11:5226298-5226299,8.272730000000001,453.75,0.590909,92.0909,51.75,3.47727,8.977269999999997,22.1591,0.0,4.52273,19.1818,1.84091,8.38636,10.4545,8.06818,2.68182,3.88636,7.386360000000002,0.0
chr11:5226300-5226301,8.409089999999999,448.75,0.636364,88.6364,49.75,3.34091,8.840910000000003,21.6136,0.0,4.65909,18.7727,1.88636,8.20455,10.1818,7.97727,2.77273,3.70455,7.70455,0.0
chr11:5226301-5226302,8.477269999999999,446.25,0.659091,86.9091,48.75,3.27273,8.772730000000001,21.3409,0.0,4.72727,18.5682,1.90909,8.11364,10.0455,7.93182,2.81818,3.61364,7.863639999999998,0.0
chr11:5226305-5226306,8.75,436.25,0.75,80.0,44.75,3.0,8.5,20.25,0.0,5.0,17.75,2.0,7.75,9.5,7.75,3.0,3.25,8.5,0.0
chr11:5226306-5226307,8.75,436.25,0.75,80.0,44.75,3.0,8.5,20.25,0.0,5.0,17.75,2.0,7.75,9.5,7.75,3.0,3.25,8.5,0.0
chr11:5226310-5226311,8.75,436.25,0.75,80.0,44.75,3.0,8.5,20.25,0.0,5.0,17.75,2.0,7.75,9.5,7.75,3.0,3.25,8.5,0.0
chr11:5245879-5245880,21.5,592.25,36.5,12.0,11.25,2.75,22.75,52.75,44.25,66.25,38.5,1.75,29.5,11.25,25.75,13.75,9.25,28.75,23.0
chr11:5245881-5245882,21.5,592.25,36.5,12.0,11.25,2.75,22.75,52.75,44.25,66.25,38.5,1.75,29.5,11.25,25.75,13.75,9.25,28.75,23.0
chr11:5245885-5245886,21.5,592.25,36.5,12.0,11.25,2.75,22.75,52.75,44.25,66.25,38.5,1.75,29.5,11.25,25.75,13.75,9.25,28.75,23.0
chr11:5245887-5245888,21.5,592.25,36.5,12.0,11.25,2.75,22.75,52.75,44.25,66.25,38.5,1.75,29.5,11.25,25.75,13.75,9.25,28.75,23.0
chr11:5245888-5245889,21.5,592.25,36.5,12.0,11.25,2.75,22.75,52.75,44.25,66.25,38.5,1.75,29.5,11.25,25.75,13.75,9.25,28.75,23.0
chr11:5245891-5245892,21.5,592.25,36.5,12.0,11.25,2.75,22.75,52.75,44.25,66.25,38.5,1.75,29.5,11.25,25.75,13.75,9.25,28.75,23.0
chr11:5245894-5245895,21.5,592.25,36.5,12.0,11.25,2.75,22.75,52.75,44.25,66.25,38.5,1.75,29.5,11.25,25.75,13.75,9.25,28.75,23.0
chr11:5245895-5245896,21.6136,600.114,37.4091,11.8864,11.4773,2.72727,22.5227,52.8636,44.25,65.8409,38.5,1.79545,29.2273,11.25,26.0455,13.9318,9.36364,29.2273,23.0
chr11:5245896-5245897,21.7273,607.977,38.3182,11.7727,11.7045,2.70455,22.2955,52.9773,44.25,65.4318,38.5,1.84091,28.9545,11.25,26.3409,14.1136,9.47727,29.7045,23.0
chr11:5245897-5245898,21.8409,615.841,39.2273,11.6591,11.9318,2.68182,22.0682,53.0909,44.25,65.0227,38.5,1.88636,28.6818,11.25,26.6364,14.2955,9.59091,30.1818,23.0
chr11:5245901-5245902,22.2955,647.295,42.8636,11.2045,12.8409,2.59091,21.1591,53.5455,44.25,63.3864,38.5,2.06818,27.5909,11.25,27.8182,15.0227,10.0455,32.0909,23.0
chr11:5245904-5245905,22.6364,670.8860000000002,45.5909,10.8636,13.5227,2.52273,20.4773,53.8864,44.25,62.1591,38.5,2.20455,26.7727,11.25,28.7045,15.5682,10.3864,33.5227,23.0
chr11:5245907-5245908,22.75,678.75,46.5,10.75,13.75,2.5,20.25,54.0,44.25,61.75,38.5,2.25,26.5,11.25,29.0,15.75,10.5,34.0,23.0
chr11:5245925-5245926,22.75,678.75,46.5,10.75,13.75,2.5,20.25,54.0,44.25,61.75,38.5,2.25,26.5,11.25,29.0,15.75,10.5,34.0,23.0
chr11:5245927-5245928,22.75,678.75,46.5,10.75,13.75,2.5,20.25,54.0,44.25,61.75,38.5,2.25,26.5,11.25,29.0,15.75,10.5,34.0,23.0
chr11:5245930-5245931,22.75,678.75,46.5,10.75,13.75,2.5,20.25,54.0,44.25,61.75,38.5,2.25,26.5,11.25,29.0,15.75,10.5,34.0,23.0
chr11:5245932-5245933,22.75,678.75,46.5,10.75,13.75,2.5,20.25,54.0,44.25,61.75,38.5,2.25,26.5,11.25,29.0,15.75,10.5,34.0,23.0
chr11:5245934-5245935,22.75,678.75,46.5,10.75,13.75,2.5,20.25,54.0,44.25,61.75,38.5,2.25,26.5,11.25,29.0,15.75,10.5,34.0,23.0
chr11:5245935-5245936,22.75,678.75,46.5,10.75,13.75,2.5,20.25,54.0,44.25,61.75,38.5,2.25,26.5,11.25,29.0,15.75,10.5,34.0,23.0
chr11:5245938-5245939,22.75,678.75,46.5,10.75,13.75,2.5,20.25,54.0,44.25,61.75,38.5,2.25,26.5,11.25,29.0,15.75,10.5,34.0,23.0
chr11:5245942-5245943,22.75,678.75,46.5,10.75,13.75,2.5,20.25,54.0,44.25,61.75,38.5,2.25,26.5,11.25,29.0,15.75,10.5,34.0,23.0
chr11:5245945-5245946,22.8636,682.0,47.2727,10.7045,13.75,2.47727,20.0227,53.9773,44.2045,61.1136,38.4773,2.43182,26.1818,11.2045,28.9545,15.7955,10.6818,34.2727,23.0
chr11:5245946-5245947,22.9773,685.25,48.0455,10.6591,13.75,2.45455,19.7955,53.9545,44.1591,60.4773,38.4545,2.61364,25.8636,11.1591,28.9091,15.8409,10.8636,34.5455,23.0
chr11:5245947-5245948,23.0909,688.5,48.8182,10.6136,13.75,2.43182,19.5682,53.9318,44.1136,59.8409,38.4318,2.79545,25.5455,11.1136,28.8636,15.8864,11.0455,34.8182,23.0
chr11:5245948-5245949,23.2045,691.75,49.5909,10.5682,13.75,2.40909,19.3409,53.9091,44.0682,59.2045,38.4091,2.97727,25.2273,11.0682,28.8182,15.9318,11.2273,35.0909,23.0
chr11:5245950-5245951,23.4318,698.25,51.1364,10.4773,13.75,2.36364,18.8864,53.8636,43.9773,57.9318,38.3636,3.34091,24.5909,10.9773,28.7273,16.0227,11.5909,35.6364,23.0
chr11:5245951-5245952,23.5455,701.5,51.9091,10.4318,13.75,2.34091,18.6591,53.8409,43.9318,57.2955,38.3409,3.52273,24.2727,10.9318,28.6818,16.0682,11.7727,35.9091,23.0
chr11:5245952-5245953,23.6591,704.75,52.6818,10.3864,13.75,2.31818,18.4318,53.8182,43.8864,56.6591,38.3182,3.70455,23.9545,10.8864,28.6364,16.1136,11.9545,36.1818,23.0
chr11:5245953-5245954,23.7727,708.0,53.4545,10.3409,13.75,2.29545,18.2045,53.7955,43.8409,56.0227,38.2955,3.88636,23.6364,10.8409,28.5909,16.1591,12.1364,36.4545,23.0
chr11:5245954-5245955,23.8864,711.25,54.2273,10.2955,13.75,2.27273,17.9773,53.7727,43.7955,55.3864,38.2727,4.06818,23.3182,10.7955,28.5455,16.2045,12.3182,36.7273,23.0
chr11:5245956-5245957,24.0,714.5,55.0,10.25,13.75,2.25,17.75,53.75,43.75,54.75,38.25,4.25,23.0,10.75,28.5,16.25,12.5,37.0,23.0
chr11:5245957-5245958,24.0,714.5,55.0,10.25,13.75,2.25,17.75,53.75,43.75,54.75,38.25,4.25,23.0,10.75,28.5,16.25,12.5,37.0,23.0
chr11:5245962-5245963,24.0,714.5,55.0,10.25,13.75,2.25,17.75,53.75,43.75,54.75,38.25,4.25,23.0,10.75,28.5,16.25,12.5,37.0,23.0
chr11:5245965-5245966,24.0,714.5,55.0,10.25,13.75,2.25,17.75,53.75,43.75,54.75,38.25,4.25,23.0,10.75,28.5,16.25,12.5,37.0,23.0
chr11:5245966-5245967,24.0,714.5,55.0,10.25,13.75,2.25,17.75,53.75,43.75,54.75,38.25,4.25,23.0,10.75,28.5,16.25,12.5,37.0,23.0
chr11:5245968-5245969,24.0,714.5,55.0,10.25,13.75,2.25,17.75,53.75,43.75,54.75,38.25,4.25,23.0,10.75,28.5,16.25,12.5,37.0,23.0
chr11:5245969-5245970,24.0,714.5,55.0,10.25,13.75,2.25,17.75,53.75,43.75,54.75,38.25,4.25,23.0,10.75,28.5,16.25,12.5,37.0,23.0
chr11:5245970-5245971,24.0,714.5,55.0,10.25,13.75,2.25,17.75,53.75,43.75,54.75,38.25,4.25,23.0,10.75,28.5,16.25,12.5,37.0,23.0
chr11:5245974-5245975,24.0,714.5,55.0,10.25,13.75,2.25,17.75,53.75,43.75,54.75,38.25,4.25,23.0,10.75,28.5,16.25,12.5,37.0,23.0
chr11:5245976-5245977,24.0,714.5,55.0,10.25,13.75,2.25,17.75,53.75,43.75,54.75,38.25,4.25,23.0,10.75,28.5,16.25,12.5,37.0,23.0
chr11:5245977-5245978,24.0,714.5,55.0,10.25,13.75,2.25,17.75,53.75,43.75,54.75,38.25,4.25,23.0,10.75,28.5,16.25,12.5,37.0,23.0
chr11:5245980-5245981,24.0,714.5,55.0,10.25,13.75,2.25,17.75,53.75,43.75,54.75,38.25,4.25,23.0,10.75,28.5,16.25,12.5,37.0,23.0
chr11:5245988-5245989,24.0,714.5,55.0,10.25,13.75,2.25,17.75,53.75,43.75,54.75,38.25,4.25,23.0,10.75,28.5,16.25,12.5,37.0,23.0
chr11:5245994-5245995,24.0,714.5,55.0,10.25,13.75,2.25,17.75,53.75,43.75,54.75,38.25,4.25,23.0,10.75,28.5,16.25,12.5,37.0,23.0
chr11:5245996-5245997,24.0455,713.727,56.0,10.1591,13.75,2.25,17.8409,53.75,44.1136,52.3409,37.75,4.52273,22.2727,10.9318,28.2727,15.9318,13.0909,37.5455,23.0
chr11:5246236-5246237,37.5,727.25,71.75,9.25,20.25,1.25,16.75,46.5,59.0,22.5,27.75,2.5,18.75,3.5,24.25,9.5,20.0,43.0,23.0
chr11:5246237-5246238,37.5,727.25,71.75,9.25,20.25,1.25,16.75,46.5,59.0,22.5,27.75,2.5,18.75,3.5,24.25,9.5,20.0,43.0,23.0
chr11:5246239-5246240,37.5,727.25,71.75,9.25,20.25,1.25,16.75,46.5,59.0,22.5,27.75,2.5,18.75,3.5,24.25,9.5,20.0,43.0,23.0
chr11:5246241-5246242,37.5,727.25,71.75,9.25,20.25,1.25,16.75,46.5,59.0,22.5,27.75,2.5,18.75,3.5,24.25,9.5,20.0,43.0,23.0
chr11:5246242-5246243,37.5,727.25,71.75,9.25,20.25,1.25,16.75,46.5,59.0,22.5,27.75,2.5,18.75,3.5,24.25,9.5,20.0,43.0,23.0
chr11:5246244-5246245,37.5,727.25,71.75,9.25,20.25,1.25,16.75,46.5,59.0,22.5,27.75,2.5,18.75,3.5,24.25,9.5,20.0,43.0,23.0
chr11:5246246-5246247,37.2727,719.159,71.1136,9.02273,20.1136,1.15909,16.7955,45.0909,58.9545,22.7727,27.6136,2.59091,19.1591,3.13636,24.1591,9.81818,19.9545,42.7727,23.0
chr11:5246248-5246249,37.0455,711.068,70.4773,8.79545,19.9773,1.06818,16.8409,43.6818,58.9091,23.0455,27.4773,2.68182,19.5682,2.77273,24.0682,10.1364,19.9091,42.5455,23.0
chr11:5246250-5246251,36.8182,702.977,69.8409,8.56818,19.8409,0.977273,16.8864,42.2727,58.8636,23.3182,27.3409,2.77273,19.9773,2.40909,23.9773,10.4545,19.8636,42.3182,23.0
chr11:5246251-5246252,36.7045,698.932,69.5227,8.45455,19.7727,0.931818,16.9091,41.5682,58.8409,23.4545,27.2727,2.81818,20.1818,2.22727,23.9318,10.6136,19.8409,42.2045,23.0
chr11:5246254-5246255,36.3636,686.795,68.5682,8.11364,19.5682,0.795455,16.9773,39.4545,58.7727,23.8636,27.0682,2.95455,20.7955,1.68182,23.7955,11.0909,19.7727,41.8636,23.0
chr11:5246255-5246256,36.25,682.75,68.25,8.0,19.5,0.75,17.0,38.75,58.75,24.0,27.0,3.0,21.0,1.5,23.75,11.25,19.75,41.75,23.0
chr11:5246261-5246262,36.25,682.75,68.25,8.0,19.5,0.75,17.0,38.75,58.75,24.0,27.0,3.0,21.0,1.5,23.75,11.25,19.75,41.75,23.0
chr11:5246279-5246280,36.25,682.75,68.25,8.0,19.5,0.75,17.0,38.75,58.75,24.0,27.0,3.0,21.0,1.5,23.75,11.25,19.75,41.75,23.0
chr11:5246280-5246281,36.25,682.75,68.25,8.0,19.5,0.75,17.0,38.75,58.75,24.0,27.0,3.0,21.0,1.5,23.75,11.25,19.75,41.75,23.0
chr11:5246283-5246284,36.25,682.75,68.25,8.0,19.5,0.75,17.0,38.75,58.75,24.0,27.0,3.0,21.0,1.5,23.75,11.25,19.75,41.75,23.0
chr11:5246284-5246285,36.25,682.75,68.25,8.0,19.5,0.75,17.0,38.75,58.75,24.0,27.0,3.0,21.0,1.5,23.75,11.25,19.75,41.75,23.0
chr11:5246286-5246287,36.25,682.75,68.25,8.0,19.5,0.75,17.0,38.75,58.75,24.0,27.0,3.0,21.0,1.5,23.75,11.25,19.75,41.75,23.0
chr11:5246293-5246294,36.25,682.75,68.25,8.0,19.5,0.75,17.0,38.75,58.75,24.0,27.0,3.0,21.0,1.5,23.75,11.25,19.75,41.75,23.0
chr11:5246294-5246295,36.25,682.75,68.25,8.0,19.5,0.75,17.0,38.75,58.75,24.0,27.0,3.0,21.0,1.5,23.75,11.25,19.75,41.75,23.0
chr11:5246295-5246296,36.2045,674.023,68.3864,7.97727,19.3409,0.795455,16.8864,37.8864,58.7273,23.8864,26.9091,3.02273,21.0909,1.47727,23.5455,11.4545,19.6136,41.6136,23.0
chr11:5246296-5246297,36.1591,665.295,68.5227,7.95455,19.1818,0.840909,16.7727,37.0227,58.7045,23.7727,26.8182,3.04545,21.1818,1.45455,23.3409,11.6591,19.4773,41.4773,23.0
chr11:5246298-5246299,36.0682,647.841,68.7955,7.909089999999999,18.8636,0.931818,16.5455,35.2955,58.6591,23.5455,26.6364,3.09091,21.3636,1.40909,22.9318,12.0682,19.2045,41.2045,23.0
chr11:5246302-5246303,35.8864,612.932,69.3409,7.81818,18.2273,1.11364,16.0909,31.8409,58.5682,23.0909,26.2727,3.18182,21.7273,1.31818,22.1136,12.8864,18.6591,40.6591,23.0
chr11:5246303-5246304,35.8409,604.205,69.4773,7.79545,18.0682,1.15909,15.9773,30.9773,58.5455,22.9773,26.1818,3.20455,21.8182,1.29545,21.9091,13.0909,18.5227,40.5227,23.0
chr11:5246306-5246307,35.75,586.75,69.75,7.75,17.75,1.25,15.75,29.25,58.5,22.75,26.0,3.25,22.0,1.25,21.5,13.5,18.25,40.25,23.0
chr11:5246307-5246308,35.75,586.75,69.75,7.75,17.75,1.25,15.75,29.25,58.5,22.75,26.0,3.25,22.0,1.25,21.5,13.5,18.25,40.25,23.0
chr11:5246309-5246310,35.75,586.75,69.75,7.75,17.75,1.25,15.75,29.25,58.5,22.75,26.0,3.25,22.0,1.25,21.5,13.5,18.25,40.25,23.0
chr11:5246314-5246315,35.75,586.75,69.75,7.75,17.75,1.25,15.75,29.25,58.5,22.75,26.0,3.25,22.0,1.25,21.5,13.5,18.25,40.25,23.0
chr11:5246334-5246335,35.75,586.75,69.75,7.75,17.75,1.25,15.75,29.25,58.5,22.75,26.0,3.25,22.0,1.25,21.5,13.5,18.25,40.25,23.0
chr11:5246335-5246336,35.75,586.75,69.75,7.75,17.75,1.25,15.75,29.25,58.5,22.75,26.0,3.25,22.0,1.25,21.5,13.5,18.25,40.25,23.0
chr11:5246338-5246339,35.75,586.75,69.75,7.75,17.75,1.25,15.75,29.25,58.5,22.75,26.0,3.25,22.0,1.25,21.5,13.5,18.25,40.25,23.0
chr11:5246339-5246340,35.75,586.75,69.75,7.75,17.75,1.25,15.75,29.25,58.5,22.75,26.0,3.25,22.0,1.25,21.5,13.5,18.25,40.25,23.0
chr11:5246341-5246342,35.75,586.75,69.75,7.75,17.75,1.25,15.75,29.25,58.5,22.75,26.0,3.25,22.0,1.25,21.5,13.5,18.25,40.25,23.0
chr11:5246343-5246344,35.75,586.75,69.75,7.75,17.75,1.25,15.75,29.25,58.5,22.75,26.0,3.25,22.0,1.25,21.5,13.5,18.25,40.25,23.0
chr11:5246344-5246345,35.75,586.75,69.75,7.75,17.75,1.25,15.75,29.25,58.5,22.75,26.0,3.25,22.0,1.25,21.5,13.5,18.25,40.25,23.0
chr11:5246348-5246349,36.6591,560.841,70.75,8.022730000000001,16.3864,2.06818,15.2955,27.0682,58.3182,22.0227,26.2727,3.34091,22.0909,1.25,20.9545,13.6818,18.0682,41.9773,23.0
chr11:5246860-5246861,41.25,632.5,253655.0,15.25,35.0,3.25,43.75,41.5,196918.0,39.0,36.75,4.25,21.75,3.0,20.0,20.75,29.0,76.5,23.0
chr11:5246863-5246864,41.25,632.5,253655.0,15.25,35.0,3.25,43.75,41.5,196918.0,39.0,36.75,4.25,21.75,3.0,20.0,20.75,29.0,76.5,23.0
chr11:5246867-5246868,41.25,632.5,253655.0,15.25,35.0,3.25,43.75,41.5,196918.0,39.0,36.75,4.25,21.75,3.0,20.0,20.75,29.0,76.5,23.0
chr11:5246870-5246871,41.25,632.5,253655.0,15.25,35.0,3.25,43.75,41.5,196918.0,39.0,36.75,4.25,21.75,3.0,20.0,20.75,29.0,76.5,23.0
chr11:5246872-5246873,41.25,632.5,253655.0,15.25,35.0,3.25,43.75,41.5,196918.0,39.0,36.75,4.25,21.75,3.0,20.0,20.75,29.0,76.5,23.0
chr11:5246873-5246874,41.25,632.5,253655.0,15.25,35.0,3.25,43.75,41.5,196918.0,39.0,36.75,4.25,21.75,3.0,20.0,20.75,29.0,76.5,23.0
chr11:5246874-5246875,41.25,632.5,253655.0,15.25,35.0,3.25,43.75,41.5,196918.0,39.0,36.75,4.25,21.75,3.0,20.0,20.75,29.0,76.5,23.0
chr11:5246876-5246877,41.25,632.5,253655.0,15.25,35.0,3.25,43.75,41.5,196918.0,39.0,36.75,4.25,21.75,3.0,20.0,20.75,29.0,76.5,23.0
chr11:5246878-5246879,41.25,632.5,253655.0,15.25,35.0,3.25,43.75,41.5,196918.0,39.0,36.75,4.25,21.75,3.0,20.0,20.75,29.0,76.5,23.0
chr11:5246879-5246880,41.25,632.5,253655.0,15.25,35.0,3.25,43.75,41.5,196918.0,39.0,36.75,4.25,21.75,3.0,20.0,20.75,29.0,76.5,23.0
chr11:5246880-5246881,41.25,632.5,253655.0,15.25,35.0,3.25,43.75,41.5,196918.0,39.0,36.75,4.25,21.75,3.0,20.0,20.75,29.0,76.5,23.0
chr11:5246884-5246885,41.25,632.5,253655.0,15.25,35.0,3.25,43.75,41.5,196918.0,39.0,36.75,4.25,21.75,3.0,20.0,20.75,29.0,76.5,23.0
chr11:5246888-5246889,41.25,632.5,253655.0,15.25,35.0,3.25,43.75,41.5,196918.0,39.0,36.75,4.25,21.75,3.0,20.0,20.75,29.0,76.5,23.0
chr11:5246896-5246897,42.8864,656.545,252308.0,15.3409,37.3182,3.38636,44.8409,41.3636,197054.0,40.1818,36.5682,4.29545,21.75,3.09091,20.5455,21.0227,29.4545,76.6818,23.0
chr11:5246901-5246902,46.9773,716.659,248941.0,15.5682,43.1136,3.72727,47.5682,41.0227,197393.0,43.1364,36.1136,4.40909,21.75,3.3181800000000004,21.9091,21.7045,30.5909,77.1364,23.0
chr11:5246903-5246904,48.6136,740.705,247595.0,15.6591,45.4318,3.86364,48.6591,40.8864,197529.0,44.3182,35.9318,4.45455,21.75,3.40909,22.4545,21.9773,31.0455,77.3182,23.0
chr11:5246904-5246905,49.4318,752.727,246921.0,15.7045,46.5909,3.93182,49.2045,40.8182,197597.0,44.9091,35.8409,4.47727,21.75,3.45455,22.7273,22.1136,31.2727,77.4091,23.0
chr11:5246905-5246906,50.25,764.75,246248.0,15.75,47.75,4.0,49.75,40.75,197665.0,45.5,35.75,4.5,21.75,3.5,23.0,22.25,31.5,77.5,23.0
chr11:5246906-5246907,50.25,764.75,246248.0,15.75,47.75,4.0,49.75,40.75,197665.0,45.5,35.75,4.5,21.75,3.5,23.0,22.25,31.5,77.5,23.0
chr11:5246908-5246909,50.25,764.75,246248.0,15.75,47.75,4.0,49.75,40.75,197665.0,45.5,35.75,4.5,21.75,3.5,23.0,22.25,31.5,77.5,23.0
